microseries,label,presentation_id,year,series,l1,l2,title,matched_terms
hindi_urdu_new_indo_aryan,"Новые индоарийские языки: хинди, урду, бенгали",PRES_266f877d3f,2026,Zograf Readings,pedagogy_applied,contemporary,Перевод в практике преподавания хинди в средней школе,хинди|re:хинди
hindi_urdu_new_indo_aryan,"Новые индоарийские языки: хинди, урду, бенгали",PRES_b2cbcb90c5,2026,Zograf Readings,linguistics,modern,Лексика языка куллуи: этимологии 2026 года,куллуи|re:куллуи
hindi_urdu_new_indo_aryan,"Новые индоарийские языки: хинди, урду, бенгали",PRES_f261db19db,2026,Zograf Readings,literature,contemporary,Заметки о роли индийской диаспоры в пропаганде языка и литературы хинди,хинди|re:хинди
hindi_urdu_new_indo_aryan,"Новые индоарийские языки: хинди, урду, бенгали",PRES_fb340723de,2026,Zograf Readings,linguistics,contemporary,Пословицы и поговорки Индии и России как аспект межкультурной коммуникации (проектная деятельность на уроках языка хинди),хинди|re:хинди
museum_collections,Музейные собрания и коллекции,PRES_a8e1a30833,2004,Zograf Readings,literature,colonial,"Перевод Г.С.Лебедевым поэмы Бхарат Чондро Рая «Биддешундор» (по рукописи, хранящейся в РГИА). Предварительное сообщение",рукопись|re:рукопис
museum_collections,Музейные собрания и коллекции,PRES_b97d25a759,2008,Roerich Readings,art_archaeology,classical,Мандалы Ваджрачхедики в коллекции Одесского Музея Западного и Восточного Искусства,коллекция|re:коллекц
museum_collections,Музейные собрания и коллекции,PRES_c1761df1ca,2009,Zograf Readings,religion,medieval,Древний тибетский сборник текстов по культам Махакалы и Вишну из рукописной коллекции ИВР РАН,ивр_ран|коллекция|re:коллекц|re:ивр\s+ран|re:рукопис
museum_collections,Музейные собрания и коллекции,PRES_5816bc342a,2011,Zograf Readings,religion,medieval,Интерпретация символов ‘ом’ и ‘сиддхам’ в мангала-шлоках санскритских рукописей,рукопись|re:рукопис
museum_collections,Музейные собрания и коллекции,PRES_d8c8a0e9b4,2011,Zograf Readings,literature,classical,Драупади в Зале собрания (роль бога Дхармы),собрание|re:собран
museum_collections,Музейные собрания и коллекции,PRES_cf863a87de,2012,Roerich Readings,religion,medieval,Намтар Будды Шакьямуни в тибетской и китайской (пекинской) традициях (танки из коллекций Одесского и Киевского музеев Украины),коллекция|танка|re:коллекц
museum_collections,Музейные собрания и коллекции,PRES_5f83d7a499,2012,Zograf Readings,religion,medieval,Текст по культу Ваджрапани и восьми царей нагов в свитке XIII века Дх-178 из собрания ИВР РАН,ивр_ран|собрание|re:собран|re:ивр\s+ран
museum_collections,Музейные собрания и коллекции,PRES_9389ab2ec7,2012,Zograf Readings,art_archaeology,medieval,Неварский «повествовательный свиток» в собрании МАЭ РАН (коллекция И. П. Минаева). Предварительное сообщение,коллекция|маэ_ран|собрание|re:собран|re:коллекц|re:маэ
museum_collections,Музейные собрания и коллекции,PRES_e5cc1bbb1d,2012,Zograf Readings,tibetology,colonial,"Ян Потоцкий и тибетская рукопись, найденная в Калмыкии",рукопись|re:рукопис
museum_collections,Музейные собрания и коллекции,PRES_1177dbea6f,2013,Zograf Readings,history,colonial,Работа Р. Х. Ленца в западноевропейских хранилищах восточных рукописей,рукопись|re:рукопис
museum_collections,Музейные собрания и коллекции,PRES_ae5459f5c7,2013,Zograf Readings,religion,classical,Буддийские рукописи в Индийском фонде ИВР РАН,ивр_ран|рукопись|re:ивр\s+ран|re:рукопис
museum_collections,Музейные собрания и коллекции,PRES_25a34c0006,2014,Zograf Readings,history,medieval,Тангутские ксилографы письмом ‘сиддхам’ из собрания ИВР РАН,ивр_ран|собрание|re:собран|re:ивр\s+ран
museum_collections,Музейные собрания и коллекции,PRES_6fd8f32d77,2014,Zograf Readings,history,colonial,И. П. Минаев как собиратель рукописей,рукопись|re:рукопис
museum_collections,Музейные собрания и коллекции,PRES_08ba18875c,2015,Roerich Readings,literature,medieval,Дидактика и символика в тибетской литературе (на примере «Песни о роге яка» из собрания «сто тысяч песен Миларепы»),собрание|re:собран
museum_collections,Музейные собрания и коллекции,PRES_8311e474f5,2015,Roerich Readings,art_archaeology,modern,"Белый Старец. Танка из коллекции Кабинета Юрия Рериха (ИВ РАН, Москва)",ив_ран|кабинет|коллекция|танка|re:коллекц|re:ив\s+ран|re:кабинет
museum_collections,Музейные собрания и коллекции,PRES_fa1f4db445,2015,Roerich Readings,art_archaeology,medieval,Неизвестный иллюстрированный манускрипт из Непала из собрания кабинета Ю.Н. Рериха Института востоковедения РАН,кабинет|собрание|re:собран|re:кабинет
museum_collections,Музейные собрания и коллекции,PRES_3e050c97df,2015,Zograf Readings,history,colonial,Коллекция индийских рукописей рукописного фонда библиотеки СПбГУ,коллекция|рукопись|re:коллекц|re:рукопис
museum_collections,Музейные собрания и коллекции,PRES_3c97651b93,2016,Roerich Readings,art_archaeology,medieval,Всадник Шамбалы (танка из собрания Мемориального кабинета Ю.Н. Рериха ИВ РАН),ив_ран|кабинет|собрание|танка|re:собран|re:ив\s+ран|re:кабинет
museum_collections,Музейные собрания и коллекции,PRES_c892e395b5,2017,Roerich Readings,art_archaeology,medieval,"Изображение Канакавасты, архата из Кашмира: часть полиптиха или отдельная танка? (Танка из собрания Кабинета Ю.Н. Рериха, ИВ РАН, Москва)",ив_ран|кабинет|собрание|танка|re:собран|re:ив\s+ран|re:кабинет
museum_collections,Музейные собрания и коллекции,PRES_e15e0cc931,2017,Zograf Readings,art_archaeology,colonial,Живопись и графика из собрания И. П. Минаева (МАЭ РАН): опыт классификации,маэ_ран|собрание|re:собран|re:маэ
museum_collections,Музейные собрания и коллекции,PRES_43bdc7ab3f,2018,Roerich Readings,other,medieval,Индийские нумерационные системы. По материалам трактата Махавирачарьи «Собрание основных положений науки о вычислениях» (сер. IX в.),собрание|re:собран
museum_collections,Музейные собрания и коллекции,PRES_4afd142d6d,2018,Roerich Readings,art_archaeology,modern,Божества и образы триграмм китайской «Книги Перемен» на свитке из коллекции Рерихов в Государственном Музее Востока,коллекция|re:коллекц
museum_collections,Музейные собрания и коллекции,PRES_73997bde8a,2018,Roerich Readings,religion,medieval,"Поталака – местопребывание Авалокитешвары и один из его образов в тибетской традиции. (Танка из собрания Кабинета Ю.Н. Рериха, ИВ РАН, Москва)",ив_ран|кабинет|собрание|танка|re:собран|re:ив\s+ран|re:кабинет
museum_collections,Музейные собрания и коллекции,PRES_e63e2c0069,2018,Roerich Readings,art_archaeology,colonial,Живопись и графика Гималайского региона в коллекции И.П.Минаева (МАЭ РАН): некоторые аспекты атрибуции и интерпретации,коллекция|маэ_ран|re:коллекц|re:маэ
museum_collections,Музейные собрания и коллекции,PRES_94531fde5d,2018,Zograf Readings,art_archaeology,medieval,Индо-иранская сабля-шамшир из собрания МАЭ,собрание|re:собран|re:маэ
museum_collections,Музейные собрания и коллекции,PRES_98cc0d1f3a,2018,Zograf Readings,art_archaeology,unspecified,Меч-посох из собрания МАЭ,собрание|re:собран|re:маэ
museum_collections,Музейные собрания и коллекции,PRES_de921762ec,2018,Zograf Readings,history,colonial,Опись Л. А. Мерварт коллекции № 3015 в собрании МАЭ РАН как образец музейного документа,коллекция|маэ_ран|собрание|re:собран|re:коллекц|re:маэ
museum_collections,Музейные собрания и коллекции,PRES_0ecee86019,2019,Zograf Readings,history,colonial,И. П. Минаев и Дж. Л. Киплинг: коллекции и письма,коллекция|re:коллекц
museum_collections,Музейные собрания и коллекции,PRES_a939d396b8,2020,Roerich Readings,art_archaeology,unspecified,Некоторые тангка из собрания Ю.Н. Рериха. Новые исследования,собрание|re:собран
museum_collections,Музейные собрания и коллекции,PRES_ffd2c4b14a,2020,Roerich Readings,art_archaeology,unspecified,Две тханки из собрания И.П. Минаева (МАЭ РАН) и традиция странствующих рассказчиков (лама манипа) в Гималайском регионе,маэ_ран|собрание|re:собран|re:маэ
museum_collections,Музейные собрания и коллекции,PRES_492286eaea,2020,Zograf Readings,history,medieval,Очаги обнаружения санскритских рукописей на территории Тибета,рукопись|re:рукопис
museum_collections,Музейные собрания и коллекции,PRES_4d1ebe16f0,2020,Zograf Readings,art_archaeology,unspecified,Тханки в собрании И. П. Минаева (МАЭ РАН),маэ_ран|собрание|re:собран|re:маэ
museum_collections,Музейные собрания и коллекции,PRES_8d5bea6a53,2020,Zograf Readings,history,colonial,Д. Д. Руднев как радетель пополнения коллекций МАЭ РАН,коллекция|маэ_ран|re:коллекц|re:маэ
museum_collections,Музейные собрания и коллекции,PRES_a12fd2f1ff,2021,Roerich Readings,religion,medieval,Астрологические манускрипты на танкри из коллекции Кхубрама Кхушдиля (Химачал-Прадеш): особенности текстов и датировка,коллекция|re:коллекц
museum_collections,Музейные собрания и коллекции,PRES_a9dfccbed8,2021,Roerich Readings,literature,medieval,Индийское царство и индийские диковины в средневековых ирландских рукописях XV в. «Романа об Александре»,рукопись|re:рукопис
museum_collections,Музейные собрания и коллекции,PRES_d8f0fef90a,2021,Roerich Readings,religion,medieval,Образы бодхисаттвы Авалокитешвары в коллекции Кабинета Рериха: Авалокитешвара – податель прозрения,кабинет|коллекция|re:коллекц|re:кабинет
museum_collections,Музейные собрания и коллекции,PRES_1c31562518,2021,Zograf Readings,history,modern,Г*. (Санкт-Петербург). Семья Рудневых как собиратели коллекций для МАЭ РАН,коллекция|маэ_ран|re:коллекц|re:маэ
museum_collections,Музейные собрания и коллекции,PRES_e8343f7c65,2021,Zograf Readings,art_archaeology,medieval,Миниатюры рагамала в отечественных собраниях,собрание|re:собран
museum_collections,Музейные собрания и коллекции,PRES_faf88dfc43,2021,Zograf Readings,religion,classical,Санскритский фрагмент «Артхавинишчая-сутры» из Сериндийского фонда ИВР РАН,ивр_ран|re:ивр\s+ран
museum_collections,Музейные собрания и коллекции,PRES_39efe13b3a,2022,Zograf Readings,history,medieval,Неатрибутированный санскритский фрагмент SI 3480 из Сериндийского фонда ИВР РАН,ивр_ран|re:ивр\s+ран
museum_collections,Музейные собрания и коллекции,PRES_766fc36baf,2022,Zograf Readings,art_archaeology,medieval,Многообразие форм Шивы на примере коллекции Государственного музея истории религии,коллекция|re:коллекц
museum_collections,Музейные собрания и коллекции,PRES_7ea4b748be,2022,Zograf Readings,literature,classical,О сюжетах по джатаке Махаджанака в сингальской коллекции МАЭ,коллекция|re:коллекц|re:маэ
museum_collections,Музейные собрания и коллекции,PRES_a9e54b9746,2023,Zograf Readings,history,colonial,Вспомнить все: ганджифа и забытая карточная игра «Сидаста» из коллекции А.М. и Л.А. Мервартов,коллекция|re:коллекц
museum_collections,Музейные собрания и коллекции,PRES_c9fadcf6f0,2023,Zograf Readings,history,colonial,Коллекция тамильских рукописей М.С. Андреева из Индийского фонда ИВР РАН,ивр_ран|коллекция|рукопись|re:коллекц|re:ивр\s+ран|re:рукопис
museum_collections,Музейные собрания и коллекции,PRES_f7d6abee1f,2023,Zograf Readings,history,colonial,Коллекция № ВХ ЭФЗК 495 для МАЭ (состав и значение),коллекция|re:коллекц|re:маэ
museum_collections,Музейные собрания и коллекции,PRES_2d53080efa,2024,Roerich Readings,art_archaeology,modern,Некоторые тхангка из коллекции Ю.Н. Рериха (Новые исследования),коллекция|re:коллекц
museum_collections,Музейные собрания и коллекции,PRES_a07fb33bc9,2024,Roerich Readings,history,modern,"О письмах Ю.Н. Рериха из коллекции Д. Тарчина (Колумбийский университет, Нью-Йорк, США)",коллекция|re:коллекц
museum_collections,Музейные собрания и коллекции,PRES_ea27687ed5,2025,Roerich Readings,philosophy,modern,Рецепция Маджджхима-никаи в рукописях Э. Гуссерля,рукопись|re:рукопис
museum_collections,Музейные собрания и коллекции,PRES_23a87e494f,2026,Zograf Readings,literature,medieval,Фарс Шанкхадхары «Латакамелака» и ее рукопись из Библиотеки им. Кешара (Катманду),рукопись|re:рукопис
museum_collections,Музейные собрания и коллекции,PRES_702d8347a7,2026,Zograf Readings,art_archaeology,modern,Об одном диафильме В. Чатопадаева из коллекции МАЭ РАН,коллекция|маэ_ран|re:коллекц|re:маэ
nepal_newar_kathmandu,Непал и неварский контур,PRES_c305a62ca7,2008,Roerich Readings,history,medieval,Институт гутхи в древнем и средневековом Непале,непал|re:непал
nepal_newar_kathmandu,Непал и неварский контур,PRES_df7b4cf816,2009,Roerich Readings,history,medieval,Некоторые историко-культурные аспекты символики национального флага Непала (V – XXI вв.),непал|re:непал
nepal_newar_kathmandu,Непал и неварский контур,PRES_eda7195a4d,2010,Roerich Readings,history,modern,Непал: от конфессионального компромисса до секуляризма (Некоторые штрихи истории духовной культуры),непал|re:непал
nepal_newar_kathmandu,Непал и неварский контур,PRES_a5c792ee0e,2012,Roerich Readings,religion,medieval,Сакральная защита пространства долины Катманду,катманду|re:катманду
nepal_newar_kathmandu,Непал и неварский контур,PRES_1a19c546ea,2012,Zograf Readings,literature,modern,«Третье измерение» в непальской поэзии,непальский|re:непал
nepal_newar_kathmandu,Непал и неварский контур,PRES_92e44ac148,2012,Zograf Readings,religion,modern,"О взаимовлиянии индуизма и буддизма в религии непальцев (легенды, иконография, личные наблюдения)",re:непал
nepal_newar_kathmandu,Непал и неварский контур,PRES_9389ab2ec7,2012,Zograf Readings,art_archaeology,medieval,Неварский «повествовательный свиток» в собрании МАЭ РАН (коллекция И. П. Минаева). Предварительное сообщение,неварский|re:невар
nepal_newar_kathmandu,Непал и неварский контур,PRES_532d58897a,2013,Roerich Readings,history,medieval,Концепция maryādā в непальских надписях,непальский|re:непал
nepal_newar_kathmandu,Непал и неварский контур,PRES_eaf0add041,2013,Zograf Readings,religion,contemporary,Образ Локешвара в календарном обряде непальцев,re:непал
nepal_newar_kathmandu,Непал и неварский контур,PRES_222fd16a0c,2014,Zograf Readings,religion,medieval,Хити/дхара — «неиссякаемый источник»: Иконография и функции (по материалам Непала),дхара|непал|re:непал|re:\bхити\b|re:\bдхара\b
nepal_newar_kathmandu,Непал и неварский контур,PRES_2d1d6b8cb7,2014,Zograf Readings,religion,medieval,Неварский «повествовательный свиток» на темы «Лалитавистары»: «одомашнивание» классической буддийской сутры,неварский|re:невар
nepal_newar_kathmandu,Непал и неварский контур,PRES_9c47837d30,2014,Zograf Readings,history,medieval,Концепция «марьяда» в непальских надписях,непальский|re:непал
nepal_newar_kathmandu,Непал и неварский контур,PRES_8a501640a4,2015,Roerich Readings,literature,medieval,Наги как персонажи непальских легенд,непальский|re:непал
nepal_newar_kathmandu,Непал и неварский контур,PRES_fa1f4db445,2015,Roerich Readings,art_archaeology,medieval,Неизвестный иллюстрированный манускрипт из Непала из собрания кабинета Ю.Н. Рериха Института востоковедения РАН,непал|re:непал
nepal_newar_kathmandu,Непал и неварский контур,PRES_aa48b528e8,2016,Roerich Readings,religion,medieval,Некоторые аспекты взаимопроникновения индуизма и буддизма в контексте непальских легенд и религиозной практики,непальский|re:непал
nepal_newar_kathmandu,Непал и неварский контур,PRES_e7b0ae48ad,2016,Roerich Readings,literature,modern,Пушкин на языке непали,re:непал
nepal_newar_kathmandu,Непал и неварский контур,PRES_362845173d,2016,Zograf Readings,religion,medieval,Некоторые особенности неварского буддизма и его влияние на религиозную жизнь Непала,неварский|непал|re:непал|re:невар
nepal_newar_kathmandu,Непал и неварский контур,PRES_75cecc8a6d,2017,Roerich Readings,religion,classical,Некоторые типичные моменты появления сонма божеств в Непале,непал|re:непал
nepal_newar_kathmandu,Непал и неварский контур,PRES_7d0bba92cc,2017,Roerich Readings,literature,modern,Переводы стихов на язык непали,re:непал
nepal_newar_kathmandu,Непал и неварский контур,PRES_3ce89a6762,2017,Zograf Readings,religion,medieval,Брак с божеством как форма медиации в неварском обществе,неварский|re:невар
nepal_newar_kathmandu,Непал и неварский контур,PRES_a03dded834,2017,Zograf Readings,history,colonial,Культура повседневности британского чиновничества в Индии и Непале (по наблюдениям И. П. Минаева),непал|re:непал
nepal_newar_kathmandu,Непал и неварский контур,PRES_b29b6d6f36,2017,Zograf Readings,religion,medieval,Метафора сосуда в непальском буддизме,непальский|re:непал
nepal_newar_kathmandu,Непал и неварский контур,PRES_edcf9f8de0,2018,Roerich Readings,religion,contemporary,Некоторые аспекты культа живой богини Кумари в Непале,непал|re:непал
nepal_newar_kathmandu,Непал и неварский контур,PRES_009b94d14c,2018,Zograf Readings,history,colonial,Путешествие И. П. Минаева в Непал: обстоятельства и результаты,непал|re:непал
nepal_newar_kathmandu,Непал и неварский контур,PRES_15d00bc825,2018,Zograf Readings,art_archaeology,medieval,Иконография и функции непальских дхара/хити,дхара|непальский|re:непал|re:\bхити\b|re:\bдхара\b
nepal_newar_kathmandu,Непал и неварский контур,PRES_1343fa2056,2019,Roerich Readings,history,medieval,Роль представителя династии Тхакури (Тхакуджуджу) в ритуальной передаче власти в Непале,непал|re:непал
nepal_newar_kathmandu,Непал и неварский контур,PRES_08c41efd17,2019,Zograf Readings,religion,contemporary,Почитание Индры в Непале: живая архаика,непал|re:непал
nepal_newar_kathmandu,Непал и неварский контур,PRES_fb613d9f3f,2019,Zograf Readings,religion,medieval,Социовозрастная инициация и монашеское посвящение в неварском буддизме,неварский|re:невар
nepal_newar_kathmandu,Непал и неварский контур,PRES_54c018c9f5,2020,Roerich Readings,ethnography,contemporary,Некоторые особенности праздника семи неварских селений юго-западной части Долины Катманду,катманду|неварский|re:невар|re:катманду
nepal_newar_kathmandu,Непал и неварский контур,PRES_227fc50d83,2020,Zograf Readings,religion,contemporary,Ритуалы божественной старости в неварском буддизме,неварский|re:невар
nepal_newar_kathmandu,Непал и неварский контур,PRES_044aea7c88,2021,Zograf Readings,religion,unspecified,«Давай поженимся»: Свадебные ритуалы в неварском буддизме,неварский|re:невар
nepal_newar_kathmandu,Непал и неварский контур,PRES_dae45dd193,2022,Zograf Readings,religion,medieval,Ритуальный комплекс похоронных обрядов в неварском буддизме,неварский|re:невар
nepal_newar_kathmandu,Непал и неварский контур,PRES_fac9d854a7,2023,Zograf Readings,religion,medieval,Ритуальный комплекс родильных обрядов в неварском буддизме,неварский|re:невар
nepal_newar_kathmandu,Непал и неварский контур,PRES_c755795a7d,2024,Zograf Readings,religion,contemporary,Непальский монастырь Копан: встреча Востока и Запада,непальский|re:непал
nepal_newar_kathmandu,Непал и неварский контур,PRES_f7cb0da910,2024,Zograf Readings,ethnography,contemporary,Ритуальные предметы и украшения в контексте обрядов жизненного цикла неваров,re:невар
nepal_newar_kathmandu,Непал и неварский контур,PRES_369aad67c8,2025,Zograf Readings,religion,medieval,Будда Дипанкара и традиция его почитания в Долине Катманду,катманду|re:катманду
nepal_newar_kathmandu,Непал и неварский контур,PRES_f8fe82ebd9,2025,Zograf Readings,religion,medieval,Непальский Маччхендранатх: ритуально-мифологический контекст,маччхендранатх|непальский|re:непал|re:маччхендранатх
nepal_newar_kathmandu,Непал и неварский контур,PRES_16c469b6c2,2026,Zograf Readings,religion,medieval,Непальский вариант Гаруды,непальский|re:непал
nepal_newar_kathmandu,Непал и неварский контур,PRES_23a87e494f,2026,Zograf Readings,literature,medieval,Фарс Шанкхадхары «Латакамелака» и ее рукопись из Библиотеки им. Кешара (Катманду),катманду|re:катманду
pali_early_buddhism,Пали и ранний буддизм,PRES_bdb9ecf419,2006,Zograf Readings,religion,classical,Механизмы передачи сакрального текста в школах раннего буддизма (К постановке проблемы),re:ранн[а-я]+ будд
pali_early_buddhism,Пали и ранний буддизм,PRES_08257e3ccf,2008,Roerich Readings,history,classical,Альтернативные социальные классификации в палийском каноне,канон|пали
pali_early_buddhism,Пали и ранний буддизм,PRES_51d2d7154d,2009,Roerich Readings,religion,medieval,Тибетская джатака о Маллике как исток образа бхавачакры,джатака
pali_early_buddhism,Пали и ранний буддизм,PRES_e62ebf0bd0,2009,Zograf Readings,religion,classical,К определению термина «джатака» в палийском каноне,джатака|канон|пали
pali_early_buddhism,Пали и ранний буддизм,PRES_58b20ea2d8,2010,Roerich Readings,literature,medieval,(Великобритания). Сюжеты религиозного обращения в палийской и средневековой ирландской литературе. Нарративная традиция,пали
pali_early_buddhism,Пали и ранний буддизм,PRES_7e41374eb0,2010,Zograf Readings,literature,classical,Сюжет о побоище палицами в «Маусалапарве» и в «Джатаке о Гхата-пандите»,джатака
pali_early_buddhism,Пали и ранний буддизм,PRES_61eb101383,2011,Zograf Readings,literature,medieval,Поэтические жанры индийской литературы в тибетском буддийском каноне,канон
pali_early_buddhism,Пали и ранний буддизм,PRES_65f28e41f2,2012,Roerich Readings,religion,classical,О значении пал. sutta (p.p. от supati «спать») в медитации осознанности (сатипаттхана),пали|сатипаттхан|re:\bпал\.|re:sutta|re:сатипат
pali_early_buddhism,Пали и ранний буддизм,PRES_70ac445270,2013,Roerich Readings,linguistics,unspecified,Особенности соотношения «лексема – понятие» в санскритских и палийских источниках,пали
pali_early_buddhism,Пали и ранний буддизм,PRES_7e8cd0a528,2013,Roerich Readings,religion,classical,Открытие буддийской надписи брахми (II в. до н. э.) в Центральной Индии: к истокам традиции именования ранних буддийских школ,re:ранн[а-я]+ будд
pali_early_buddhism,Пали и ранний буддизм,PRES_f8ceba92a2,2013,Roerich Readings,religion,classical,Концепция «пратитья-самутпада» в раннебуддийской литературе (по материалам палийского канона),канон|пали
pali_early_buddhism,Пали и ранний буддизм,PRES_cf01dc9625,2013,Zograf Readings,religion,classical,"Садханы Харихарихаривахана-Авалокитешвары (Авалокитешвары, восседающего на Вишну, гаруде и льве) из тибетского буддийского канона C",канон
pali_early_buddhism,Пали и ранний буддизм,PRES_b6bc9faa10,2014,Zograf Readings,art_archaeology,medieval,Значение творчества Тирумулара для формирования изобразительного канона Шивы Натараджи в Чидамбараме,канон
pali_early_buddhism,Пали и ранний буддизм,PRES_b0e2c5bfd8,2015,Roerich Readings,religion,classical,О термине татхагата в палийском каноне,канон|пали
pali_early_buddhism,Пали и ранний буддизм,PRES_195d6fc0bc,2015,Zograf Readings,literature,classical,Образная система в отшельнической поэзии раннего буддизма,re:ранн[а-я]+ будд
pali_early_buddhism,Пали и ранний буддизм,PRES_2ae3c0414e,2016,Roerich Readings,religion,classical,Классификационные списки (матики) в раннем буддизме,re:ранн[а-я]+ будд
pali_early_buddhism,Пали и ранний буддизм,PRES_661914709f,2016,Roerich Readings,literature,classical,Прогулки по городу с Хануманом (один эпизод из «Рамаяны» и его параллели в Артхашастре Каутильи и в палийском каноне),канон|пали
pali_early_buddhism,Пали и ранний буддизм,PRES_a0af113263,2016,Roerich Readings,religion,classical,Китайские переводы ранних буддийских сутр: возможности реконструкции истории индийского текста,re:ранн[а-я]+ будд
pali_early_buddhism,Пали и ранний буддизм,PRES_d952c65e18,2016,Roerich Readings,literature,medieval,Литературный канон и инновации в поэме Джаянкондара «Парани о войне в Калинге»,канон
pali_early_buddhism,Пали и ранний буддизм,PRES_367c4f966a,2016,Zograf Readings,religion,classical,О роли и функции диалогических поэм буддийского канона,канон
pali_early_buddhism,Пали и ранний буддизм,PRES_0e88c0544b,2017,Roerich Readings,linguistics,classical,Синтаксические конструкции с ti и -bhāva в языке пали,пали|re:\bпали\b
pali_early_buddhism,Пали и ранний буддизм,PRES_762c65297f,2017,Roerich Readings,linguistics,classical,Проблемы методологии при интертекстуальном анализе палийских и санскритских текстов,пали
pali_early_buddhism,Пали и ранний буддизм,PRES_7a25d6758f,2017,Roerich Readings,religion,classical,Сюжет о Будде в ранних буддийских сакральных текстах,re:ранн[а-я]+ будд
pali_early_buddhism,Пали и ранний буддизм,PRES_bc48c6cda3,2017,Roerich Readings,religion,medieval,Место и роль Сундарара в структуре шиваитского канона «Панниру Тирумурей»,канон
pali_early_buddhism,Пали и ранний буддизм,PRES_0461ef8135,2018,Roerich Readings,literature,classical,К вопросу об обработке первоисточника в литературной санскритской джатаке,джатака
pali_early_buddhism,Пали и ранний буддизм,PRES_07124e17dc,2018,Roerich Readings,religion,medieval,Еще раз о буквальном переводе третьей версии «Калачакра-тантры» Буддийского канона,канон
pali_early_buddhism,Пали и ранний буддизм,PRES_690401765d,2018,Roerich Readings,linguistics,classical,Деепричастия пассивного залога в языке пали?,пали|re:\bпали\b
pali_early_buddhism,Пали и ранний буддизм,PRES_9aff1006ae,2018,Roerich Readings,religion,classical,"Вратьи и чакравартины: образ Миродержца в Древней Индии в палийских, санскритских и ведийских источниках",пали
pali_early_buddhism,Пали и ранний буддизм,PRES_0a6cf1a42f,2018,Zograf Readings,religion,medieval,«Тирумурейканда-пуранам» Умапати Шивачарьи как завершающее звено в формировании тамильского шиваитского канона,канон
pali_early_buddhism,Пали и ранний буддизм,PRES_7c19b4a74c,2018,Zograf Readings,religion,classical,"Будда Дипанкара, идущий по дороге. Сюжеты пророчества в ранней буддийской литературе",re:ранн[а-я]+ будд
pali_early_buddhism,Пали и ранний буддизм,PRES_01ee046380,2019,Roerich Readings,literature,classical,Сюжетные схемы санскритских джатак Харибхатты (IV–V в.),джатака
pali_early_buddhism,Пали и ранний буддизм,PRES_17e399955c,2019,Roerich Readings,philosophy,classical,Место «Беседы о субъекте-пудгале» в структуре палийского канона и в истории буддийской философии,канон|пали
pali_early_buddhism,Пали и ранний буддизм,PRES_bda473a7a5,2019,Roerich Readings,religion,classical,"Семь сокровищ чакравартина и их пространственная локализация (палийский канон, «Артхашастра»)",канон|пали
pali_early_buddhism,Пали и ранний буддизм,PRES_ff3d302713,2019,Zograf Readings,religion,medieval,Роль Умапати Шивачарьи в формировании окончательной редакции канона шайва-сиддханты,канон
pali_early_buddhism,Пали и ранний буддизм,PRES_52e54251ce,2020,Roerich Readings,literature,classical,Опыт применения интертекстуального подхода при изучении санскритских и палийских памятников,пали
pali_early_buddhism,Пали и ранний буддизм,PRES_705d6f4e9c,2020,Roerich Readings,literature,classical,Мотивный анализ сюжета «Джатаки о павлине» Харибхатты (IV–V вв. н.э.),джатака
pali_early_buddhism,Пали и ранний буддизм,PRES_838219a1ee,2020,Roerich Readings,literature,classical,Способы изображения животных в литературной санскритской джатаке,джатака
pali_early_buddhism,Пали и ранний буддизм,PRES_c70b31e5b3,2020,Roerich Readings,religion,medieval,Роль «Тируттондар тирувандади» Намби Андар Намби в формировании шиваитского канона,канон
pali_early_buddhism,Пали и ранний буддизм,PRES_c193a1cc2e,2021,Roerich Readings,literature,classical,Мотивационные доминанты как «система ожидания» в санскритском и палийском повествовании,пали
pali_early_buddhism,Пали и ранний буддизм,PRES_bb6d189bea,2021,Zograf Readings,literature,classical,Палийская и санскритские версии сюжетов о самопожертвовании бодхисатвы-зайца,пали
pali_early_buddhism,Пали и ранний буддизм,PRES_e218a2fb4b,2021,Zograf Readings,religion,classical,Приемы композиции групп текстов в палийской «Типитаке»,пали
pali_early_buddhism,Пали и ранний буддизм,PRES_7ea4b748be,2022,Zograf Readings,literature,classical,О сюжетах по джатаке Махаджанака в сингальской коллекции МАЭ,джатака
pali_early_buddhism,Пали и ранний буддизм,PRES_e3b0743d31,2022,Zograf Readings,history,colonial,Томас Рис-Дэвидс как основатель Pali Text Society,re:pali
pali_early_buddhism,Пали и ранний буддизм,PRES_481f966cc6,2023,Roerich Readings,religion,classical,"Karaṇīya-mettasutta – «Любовь всеобъемлющая», как императив, освобождающий от страданий сансары",re:sutta
pali_early_buddhism,Пали и ранний буддизм,PRES_40bc52e0ca,2025,Roerich Readings,religion,classical,Анаттавада «палийского Будды» в её философских и сотериологических координатах,пали
pali_early_buddhism,Пали и ранний буддизм,PRES_b9413943b6,2025,Roerich Readings,religion,vedic,Яджня Ригведы и «другая яджня» палийского канона,канон|пали
pali_early_buddhism,Пали и ранний буддизм,PRES_ba19c21295,2025,Roerich Readings,religion,classical,Metta–Karaṇīya – Любовь как этический императив в раннебуддийской сотериологии на материале Метта сутты и Тевиджджа сутты Палийского канона,канон|пали|сутта
pali_early_buddhism,Пали и ранний буддизм,PRES_a23657cfb0,2025,Zograf Readings,religion,classical,"Начальный сюжет в житийной литературе раннего буддизма, его вариативность и смысловое наполнение",re:ранн[а-я]+ будд
