att_id,filename,ext,size_mb,poster,year,subject,bucket,confidence,evidence,verdict_source
1515,unadi_sutras.pdf,pdf,0.08,Mandala Pati (Владислав),2015,uṇādi-sūtrāṇi,E,low,no rule matched — unidentified,default
1517,Мундака упанишад.pdf,pdf,0.3,Владимир Карицкий,2015,Упанишады_5_Мундака,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1520,Pages from Brockhaus-DruckSans-1841.pdf,pdf,0.24,Marcis,2015,О букве ś = щ,B,high,"Brockhaus, Ueber den Druck sanskritischer Werke, 1841; H. Brockhaus d. 1877 — PD",override
1521,Pages from 01003561212.pdf,pdf,0.15,Marcis,2015,О букве ś = щ,B,high,"Коссович, Греческий глагол, 19th-c. imprint; d. 1883 — PD",override
1523,Zalizniak.pdf,pdf,0.39,Marcis,2015,О букве ś = щ,D-third,high,Зализняк texts (О языке древней Индии lecture; Конспект 2005/2008) — in copyright (d. 2017),override
1528,Zaliznyak-Yazyk-2011.pdf,pdf,0.55,Marcis,2015,Why in the verse word भूमौ in saptamī?,D-third,high,Зализняк texts (О языке древней Индии lecture; Конспект 2005/2008) — in copyright (d. 2017),override
1529,Zaliznyak-Konsp2008.pdf,pdf,0.35,Marcis,2015,Why in the verse word भूमौ in saptamī?,D-third,high,Зализняк texts (О языке древней Индии lecture; Конспект 2005/2008) — in copyright (d. 2017),override
1530,Kena_1-2_16-12-14.doc,doc,0.62,Андрей Андреев,2014,Упанишады_2_Кена,E,low,no rule matched — unidentified,default
1531,Kena_2-1_16-12-14.doc,doc,0.07,Андрей Андреев,2014,Упанишады_2_Кена,E,low,no rule matched — unidentified,default
1535,Ишавасйа упанишад.doc,doc,0.11,Владимир Карицкий,2014,: Упанишады_2_Кена_библиографические сведения_сканы обложек и прочее,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1536,Кена упанишад.doc,doc,0.12,Владимир Карицкий,2014,: Упанишады_2_Кена_библиографические сведения_сканы обложек и прочее,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1542,Ишавасйа упанишад.doc,doc,0.1,Владимир Карицкий,2014,: Упанишады_2_Кена,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1543,Кена упанишад.doc,doc,0.15,Владимир Карицкий,2014,: Упанишады_2_Кена,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1545,Lihusina-Upanishady.pdf,pdf,0.2,Marcis,2014,: Упанишады_2_Кена,D-third,high,Likhushina Упанишады pages — living author,override
1546,2_Кена упанишад.pdf,pdf,0.21,Владимир Карицкий,2014,Упанишады_2_Кена,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1547,1_Ишавасйа упанишад.pdf,pdf,0.16,Владимир Карицкий,2014,Упанишады_1_Ишавасья,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1549,Whitney Roots sorted by Upasarga.pdf,pdf,0.15,Marcis,2014,"Список санскритских глагольных корней У. Уитни, упорядоченный по префиксам",A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1560,Gayatri2011R6.pdf,pdf,0.83,Worga,2015,"Интересное интервью, Елизаренкова рассказ. о Рерихе Ю.Н., Смирнове...",D-author,medium,"Zommer, Gāyatrī Mantra… — author-posted-adjacent essay; treat as its author's work",override
1564,Kraft-1832.pdf,pdf,0.29,Marcis,2015,कृ,B,medium,Kraft 1832 imprint; author pre-1900 era — PD by imprint age; exact author to confirm,override
1565,Alfieri_Root-libre.pdf,pdf,0.22,Dmitri,2015,Состав и строй древнеиндийских корней: история изучения,D-third,medium,"Alfieri, The arrival of the Indian notion of root… — academia.edu-circulated article, in copyright",override
1566,gasuns-dhatu-PhD-ref.pdf,pdf,0.31,Marcis,2014,Состав и строй древнеиндийских корней: история изучения,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1567,gasuns-dhatu-PhD-text.pdf,pdf,1.53,Marcis,2014,Состав и строй древнеиндийских корней: история изучения,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1581,Weber-1852.pdf,pdf,2.64,Marcis,2015,Упанишады_Иша_Кена_Катха,B,high,Weber 1852 (Vorlesungen-era pages); A. Weber d. 1901 — PD,override
1584,Ишавасйа упанишад.pdf,pdf,0.17,Владимир Карицкий,2014,Упанишады_Иша_Кена_Катха,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1585,Кена упанишад.pdf,pdf,0.2,Владимир Карицкий,2014,Упанишады_Иша_Кена_Катха,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1586,Катха упанишад.pdf,pdf,0.38,Владимир Карицкий,2014,Упанишады_Иша_Кена_Катха,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1587,Фриш-1_27.11.14.pdf,pdf,0.09,Marcis,2014,Экспресс-аннотации на обложку Фриша,A,high,"MG's own Frish edition materials (Bibliotheca Sanscritica, сост. MG)",override
1588,Таитирийа упанишад.pdf,pdf,0.49,Владимир Карицкий,2015,Упанишады_7_Таитирия,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1589,Мандукйа упанишад.pdf,pdf,0.16,Владимир Карицкий,2015,Упанишады_6_Мандукья,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1590,Kuznecov_num_7-1-2003.pdf,pdf,0.54,Marcis,2014,Воспоминания П.С. Кузнецова (про Кнауэра),D-third,high,"Кузнецов memoir, Моск. лингв. журнал 2003 — in copyright",override
1591,4_Прашна упанишад.pdf,pdf,0.31,Владимир Карицкий,2014,Упанишады_4_Прашна,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1592,BUDDHA.pdf,pdf,0.06,Marcis,2015,Задача BUDDHA,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1593,YS_devanagari_skt.pdf,pdf,0.07,Dmitri,2015,Из Йогасутры,E,low,no rule matched — unidentified,default
1595,Бхашья и вритти к стиху 1_2_Йога-сутры.doc,doc,0.18,Владимир Карицкий,2014,Из Йогасутры,D-author,high,"Карицкий's own teaching materials/translations (Аштадхьяя lessons, Упанишады, БГ, стотры, ВСНС) — author-posted; permission one email away",series-rule
1596,Vogel-Lexikographie1999.pdf,pdf,1.77,Marcis,2015,Хотел узнать ваше мнение по поводу словаря Ефимовского,D-third,high,Vogel 1999,override
1601,а.djvu,djvu,0.24,Тихвинский Виталий Игоревич,2015,Санскритские словари в формате файлов Excel.,E,low,"а.djvu — cryptic name, no text; unidentifiable",override
1604,Как написать на персидском и арабском.doc,doc,0.22,Brahman,2015,Санскритские словари в формате файлов Excel.,D-author,medium,Brahman: Как написать на персидском и арабском — poster's own note,override
1629,1 Уилсон.pdf,pdf,0.3,Тихвинский Виталий Игоревич,2015,Санскритские словари в формате файлов Excel.,D-author,high,"Тихвинский project docs (словари Excel, макросы) — his own",override
1632,Гумбольт про санскрит 103_1859.pdf,pdf,1.91,Marcis,2015,Гумбольдт про санскрит,B,high,"Гумбольдт про санскрит, 1859 print; W. v. Humboldt d. 1835 — PD",override
1633,Bhagavad Gita Bhashya - Swami Gambhirananda Translation.pdf,pdf,2.2,Владимир Карицкий,2015,: Совместные чтения. БГ 2:16.,D-third,high,Gambhirananda BG transl. (Advaita Ashrama) — in copyright,override
1634,001 - Щанкара БГ 2-16.pdf,pdf,0.21,Radim Navyan,2015,Совместные чтения. БГ 2:16.,D-author,high,"Navyan's own translations/analyses (Гита разборы, ТА сказы, ГАС)",override
1641,Pages from Kochergina-Sanskrit-1998.pdf,pdf,0.16,Marcis,2015,": Кочергина В.А. Учебник санскрита. Учебное пособие. Москва. Добросвет, МЦНМО 2015г.",D-third,high,Kochergina Учебник 1998 scan pages — in copyright,override
1642,Pages from Kochergina-Sanskrit-1998-2.pdf,pdf,0.15,Marcis,2015,": Кочергина В.А. Учебник санскрита. Учебное пособие. Москва. Добросвет, МЦНМО 2015г.",D-third,high,Kochergina Учебник 1998 scan pages — in copyright,override
1650,bayer-commentariiacade04impe.pdf,pdf,1.66,Marcis,2013,"Bayer, Th. S. (1725) Elementa Brachmanica, Tangutana et Mungalica",B,high,Bayer 1735 — PD,override
1657,AHS layout.pdf,pdf,0.62,Marcis,2013,Практикуемся в санскрите читая Рамаяну,A,high,AHS (Aṣṭāṅgahṛdaya) layout files — MG's own typesetting of a PD base text,override
1660,Страницы 82-83 из Dashiev-ChzhudShi-1988.pdf,pdf,1.95,Marcis,2013,Перевод Вагбхаты (с тибетского на русский язык),D-third,high,"Дашиев, Чжуд-Ши transl. 1988 pages — in copyright",override
1663,Specimen шрифта.pdf,pdf,0.12,Marcis,2013,Сделал интерактивный перекодировщик с транслитерации в деванагари для Word.,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1670,Страницы из 034 tom_Russkiy arhiv_1877_vip 9-12.pdf,pdf,1.9,Marcis,2015,Кириллическая транслитерация. Сделаем мир лучше. Вместе.,B,high,Русский архив 1877 / Коссович biograph. materials 19th c.; Коссович d. 1883 — PD,override
1671,Коссовичъ.pdf,pdf,2.7,Marcis,2015,Кириллическая транслитерация. Сделаем мир лучше. Вместе.,B,high,Русский архив 1877 / Коссович biograph. materials 19th c.; Коссович d. 1883 — PD,override
1672,Рогозинников ИВ88 31 2.pdf,pdf,0.26,Marcis,2015,Кириллическая транслитерация. Сделаем мир лучше. Вместе.,B,high,Русский архив 1877 / Коссович biograph. materials 19th c.; Коссович d. 1883 — PD,override
1675,1 Назначение макросов перекодировок и др..pdf,pdf,0.3,śrīdṛṣṭvā,2013,Кириллическая транслитерация. Сделаем мир лучше. Вместе.,D-author,high,"Тихвинский project docs (словари Excel, макросы) — his own",override
1678,Drevneindiiskie_aforizmy.doc,doc,0.25,Marcis,2013,Indische Sprüche: Otto von Böhtlingk (оба изд.),D-third,medium,"Древнеиндийские афоризмы (Böhtlingk transl. compilation) — Soviet translation, in copyright",override
1680,1-30_Frish-II-2014.pdf,pdf,3.42,Marcis,2014,Хрестоматия санскрита: в 2 т. / сост. О. Фриш. Ред. В. Поржицка,A,high,"MG's own Frish edition materials (Bibliotheca Sanscritica, сост. MG)",override
1683,warnekar-lost.pdf,pdf,0.02,Marcis,2013,लोकहितं मम करणीयम् (не хватает библиографических сведений по тексту ученого Варнекара),E,low,"Marcis-posted, not individually identified this pass — honest E, re-triage on demand",series-rule
1686,1146254_5C885_borisov_l_a_orlov_yu_n_osminin_k_p_identifikaciya_avtora_tek.pdf,pdf,0.54,Marcis,2013,Идентификация автора текста по распределению частот буквосочетаний [лит. наследие Е.И. Рерих],D-third,medium,ИПМ preprint,override
1687,AHS layout.pdf,pdf,0.62,Marcis,2013,"Сочетание деванагари, кириллицы, греческого и IPA символов в LyX",A,high,AHS layout specimen — MG's own typesetting sample,override
1696,Интересные стандартные символы кириллицы.pdf,pdf,0.07,Brahman,2013,Интересные стандартные символы кириллицы.,D-author,medium,Brahman: кириллические символы notes — poster's own,override
1697,Интересные стандартные символы кириллицы.pdf,pdf,0.06,Brahman,2013,Интересные стандартные символы кириллицы.,D-author,medium,Brahman: кириллические символы notes — poster's own,override
1701,1 Назначение макросов перекодировок и др..pdf,pdf,0.3,Brahman,2013,Макросы для перекодировки различных транслитераций санскритского текста в санскритский текст и обрат,D-author,high,"Тихвинский project docs (словари Excel, макросы) — his own",override
1709,dhatupatha-total.pdf,pdf,0.11,Mandala Pati (Владислав),2014,Dhatupatha c рус/англ переводом в pdf,D-third,medium,"Hari-nāmāmṛta-vyākaraṇa Dhātupāṭha sheets (ISKCON-circle) — compiled sheets, licence unstated",override
1710,DP_ABC.pdf,pdf,0.31,Mandala Pati (Владислав),2014,Dhatupatha c рус/англ переводом в pdf,D-third,medium,"Hari-nāmāmṛta-vyākaraṇa Dhātupāṭha sheets (ISKCON-circle) — compiled sheets, licence unstated",override
1711,DP_traditional.pdf,pdf,0.33,Mandala Pati (Владислав),2014,Dhatupatha c рус/англ переводом в pdf,D-third,medium,"Hari-nāmāmṛta-vyākaraṇa Dhātupāṭha sheets (ISKCON-circle) — compiled sheets, licence unstated",override
1712,Palsule-Artha-19.11.pdf,pdf,0.31,Marcis,2014,Dhatupatha c рус/англ переводом в pdf,D-third,high,"Palsule, An Index of Meanings (1955) — in copyright (d. 2005)",override
1713,Whitney-Roots_in_Cols.pdf,pdf,0.08,Marcis,2014,Dhatupatha c рус/англ переводом в pdf,A,high,Whitney roots re-set in columns — MG's derivative table of PD Whitney (d. 1894),override
1714,Whitney-Roots_in_Rows.pdf,pdf,0.08,Marcis,2014,Dhatupatha c рус/англ переводом в pdf,A,high,Whitney roots in rows — same,override
1715,dhatupatha-total.doc,doc,0.59,Yury Panikov,2014,Dhatupatha c рус/англ переводом в pdf,E,low,no rule matched — unidentified,default
1716,Uenger-Varnamala-A4.pdf,pdf,0.39,Marcis,2013,Περὶ τῶν μαθηματικῶν καὶ τῆς ἀστρονομίας,A,high,MG's own varnamala posters (typeset from PD 19th-c. type designs),override
1717,Schlegel-Varnamala-A4.pdf,pdf,0.39,Marcis,2013,Περὶ τῶν μαθηματικῶν καὶ τῆς ἀστρονομίας,A,high,MG's own varnamala posters (typeset from PD 19th-c. type designs),override
1718,Appel-a-Communication_Histoire-des-Theories-Phono-Symboliques_2014.pdf,pdf,0.02,Luca Nobile,2013,Call for papers - Towards a History of Sound Symbolic Theories,C-cand,medium,Call for papers 2013/2014 — announcements meant for distribution,override
1719,Call-for-Papers_History-of-Sound-Symbolic-Theories_2014.pdf,pdf,0.06,Luca Nobile,2013,Call for papers - Towards a History of Sound Symbolic Theories,C-cand,medium,Call for papers 2013/2014 — announcements meant for distribution,override
1726,Некролог Times New Indologique.pdf,pdf,0.03,Marcis,2013,Некролог Times New Indologique (конвертор Times New Indologique),A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1729,Страницы из 76225478-Vision-of-the-Vedic-Poets-Jan-Gonda.pdf,pdf,0.73,Marcis,2013,Издание и перевод словаря MW + оцифровка,D-third,high,"Gonda, The Vision of the Vedic Poets (1963) — in copyright (d. 1991)",override
1730,Pujol Some observations on Sanskrit Dictionaries.pdf,pdf,0.11,Marcis,2013,Издание и перевод словаря MW + оцифровка,D-third,medium,"Pujol, Some observations on Sanskrit dictionaries — modern article, in copyright",override
1741,Способы расположения слов из подстрочника.pdf,pdf,0.63,Marcis,2013,athāto rogānutpādanīyādhyāyaṃ vyākhyāsyāmaḥ (AHS Su 4.1),A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1742,AHS-Su-4.pdf,pdf,0.69,Marcis,2013,athāto rogānutpādanīyādhyāyaṃ vyākhyāsyāmaḥ (AHS Su 4.1),A,high,AHS (Aṣṭāṅgahṛdaya) layout files — MG's own typesetting of a PD base text,override
1743,AHS-Su-5.pdf,pdf,0.78,Marcis,2013,athāto rogānutpādanīyādhyāyaṃ vyākhyāsyāmaḥ (AHS Su 4.1),A,high,AHS (Aṣṭāṅgahṛdaya) layout files — MG's own typesetting of a PD base text,override
1744,AHS_Su_4.1.doc,doc,0.05,Marcis,2013,athāto rogānutpādanīyādhyāyaṃ vyākhyāsyāmaḥ (AHS Su 4.1),A,high,AHS (Aṣṭāṅgahṛdaya) layout files — MG's own typesetting of a PD base text,override
1745,Subhashitas-Eng-Russ-Germ-Boht..docx,docx,0.08,ShaSa,2014,subhAShita everyday,D-third,medium,Böhtlingk Indische Sprüche selections EN/RU/DE compiled sheet — compiler unknown,override
1748,Liste-460-Rigveda-Ligaturen-Statistik-G.pdf,pdf,0.1,Marcis,2014,Подсчет лигатур в определенном тексте,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1751,Конвертации внутри санскритского текста.pdf,pdf,0.05,Marcis,2013,"Конвертации внутри санскритского текста, постановка задачи",A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1752,Ответ профессоров.doc,doc,0.25,Marcis,2013,ет проф. Императорского Университета Св. Владимира на «Обращение к цивилизованным нациям» и др.,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1754,Concordance.Preface HOS.doc,doc,0.18,Marcis,2013,General Plan of the Concordance (HOS),A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1756,Kochergina-42_pril-tabl.pdf,pdf,0.12,Marcis,2015,Таблица сочетаний конечных звуков с начальными (saṃdhi),A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1757,Sandhi-Table-11.01.15-Likhushina-ed.doc,doc,0.14,Marcis,2015,Таблица сочетаний конечных звуков с начальными (saṃdhi),A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1758,Pages from Buhler-Leitfaden1927.pdf,pdf,0.06,Marcis,2015,Таблица сочетаний конечных звуков с начальными (saṃdhi),B,high,Pages from Bühler Leitfaden 1927 reprint; Bühler d. 1898 — PD,override
1759,Sandhi-Table-10.01.15.pdf,pdf,0.05,Marcis,2015,Таблица сочетаний конечных звуков с начальными (saṃdhi),A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1760,Sandhi-Table-072013.pdf,pdf,0.22,Marcis,2013,Таблица сочетаний конечных звуков с начальными (saṃdhi),A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1761,Sandhi-Table-072013.pdf,pdf,0.07,Marcis,2013,Таблица сочетаний конечных звуков с начальными (saṃdhi),A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1762,Sandhi-Table-0213.pdf,pdf,0.27,Marcis,2013,Таблица сочетаний конечных звуков с начальными (saṃdhi),A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1769,Программа спецкурса по санскриту 2007 Гасунс.pdf,pdf,0.08,Marcis,2013,Программа спецкурса: Грамматический строй санскрита,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1780,Schlegel-Varnamala-A4.pdf,pdf,0.39,Marcis,2013,Плакат алфавита деванагари,A,high,MG's own varnamala posters (typeset from PD 19th-c. type designs),override
1781,Uenger-Varnamala-A4.pdf,pdf,0.39,Marcis,2013,Плакат алфавита деванагари,A,high,MG's own varnamala posters (typeset from PD 19th-c. type designs),override
1782,1.pdf,pdf,4.12,manoj sankaranarayana,2013,Сводка для группы nagari@googlegroups.com - Сообщения: 4 в Тем: 1,E,low,1.pdf unnamed 4.1MB — unidentifiable,override
1791,Die Ausspräche der Buchstaben.doc,doc,0.04,Marcis,2013,Die Ausspräche der Buchstaben (1883 г.),E,low,"Marcis-posted, not individually identified this pass — honest E, re-triage on demand",series-rule
1799,zwxindy.pdf,pdf,0.22,Marcis,2013,Сортировка санскрита,E,low,"Marcis-posted, not individually identified this pass — honest E, re-triage on demand",series-rule
1806,concordance-layout-sample.pdf,pdf,0.25,Marcis,2013,Макет карточки (списка) конкорданса известных науке дхату,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1813,LatinTermsSanskritDictionaries.doc,doc,0.07,Marcis,2013,Latin Terms in Sanskrit Dictionaries (2006 г.),A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1814,LatinTermsSanskritDictionaries.pdf,pdf,0.1,Marcis,2013,Latin Terms in Sanskrit Dictionaries (2006 г.),A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1816,converting-issues.pdf,pdf,0.03,Marcis,2013,Как определить «кашу» при конвертации текстов нагари,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1823,ИНИОН-Индология-2002.pdf,pdf,0.58,Marcis,2013,Индология в Российской Федерации. Институты и организации (2002 г.),D-third,high,ИНИОН справочник Индология 2002 — in copyright,override
1824,ИНИОН-Индология-2002.doc,doc,0.46,Marcis,2013,Индология в Российской Федерации. Институты и организации (2002 г.),D-third,high,ИНИОН справочник Индология 2002 — in copyright,override
1826,List of German Indologists 2005.doc,doc,0.41,Marcis,2013,"German Indology: A List of Institutions and Persons, 2005",A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1827,План санскрито-русского словаря-минимума.doc,doc,0.06,Marcis,2013,План санскрито-русского словаря-минимума,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1828,План санскрито-русского словаря-минимума.pdf,pdf,0.1,Marcis,2013,План санскрито-русского словаря-минимума,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1829,История воззрений на корень в санскрите.doc,doc,0.04,Marcis,2013,История воззрений на корень в санскрите (2006 г.),A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1830,История воззрений на корень в санскрите.pdf,pdf,0.03,Marcis,2013,История воззрений на корень в санскрите (2006 г.),A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1831,Munda lexemes in Sanskrit.doc,doc,0.15,Marcis,2013,"F.B.J. Kuiper, Proto-Munda Words in Sanskrit, 1948",A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1833,ista.doc,doc,0.04,Marcis,2013,Трудности перевода (конвертация текста Sanskrit 1.2 -> Sanskrit 2003),A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1839,sanskrit12.pdf,pdf,0.06,Marcis,2013,Трудности перевода (конвертация текста Sanskrit 1.2 -> Sanskrit 2003),A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1840,sanskrit12.doc,doc,0.04,Marcis,2013,Трудности перевода (конвертация текста Sanskrit 1.2 -> Sanskrit 2003),A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1841,DhatupathaMW.doc,doc,0.29,Marcis,2013,Список (неполный) корней из словаря Монье-Уильяма,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1842,DhatupathaMW.pdf,pdf,0.13,Marcis,2013,Список (неполный) корней из словаря Монье-Уильяма,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1850,kena-specimen-01.pdf,pdf,0.04,Marcis,2013,Отладка Santipur OT в боевых условиях,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1851,reader_2-middle.pdf,pdf,0.11,Marcis,2013,Отладка Santipur OT в боевых условиях,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1853,sarve-dirgham.pdf,pdf,0.02,Marcis,2013,Отладка Santipur OT в боевых условиях,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1863,svasti-common-sanskrit-phrases.doc,doc,0.03,Marcis,2013,"Все, кроме ругательств (разговорный санскрит)",A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1865,Восстановление изначального вида Шри Ишопанишад (Атма-аштака).docx,docx,0.03,andron,2013,Восстановление изначального вида Шри Ишопанишад (Атма-аштака).,E,low,no rule matched — unidentified,default
1866,В. И. Топоров. О некоторых аналогиях.doc,doc,0.12,Marcis,2013,В. И. Топоров. О некоторых аналогиях к проблемам и методам современного языкознания в трудах...,D-third,high,Топоров article — in copyright (d. 2005),override
1867,В. И. Топоров. О некоторых аналогиях.pdf,pdf,0.08,Marcis,2013,В. И. Топоров. О некоторых аналогиях к проблемам и методам современного языкознания в трудах...,D-third,high,Топоров article — in copyright (d. 2005),override
1868,Приложение-характеристики.pdf,pdf,0.09,Marcis,2013,Бинарное сопоставление 14 источников глагольных корней,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1869,gasuns-rootbook-2005.pdf,pdf,0.35,Marcis,2013,Настольная книга санскрита: глагол (2005 г.),A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1873,lihusina-vacabulary.pdf,pdf,0.67,Marcis,2015,Слова из словаря Лихушиной (4495 шт.),D-third,high,Vocabulary derived from Likhushina's dictionary — derivative of a living author's work,override
1881,Raskraska-Lihusonoy.pdf,pdf,1.13,Marcis,2013,Слова из словаря Лихушиной (4495 шт.),D-third,high,Vocabulary derived from Likhushina's dictionary — derivative of a living author's work,override
1882,Lihusina-Vocab.pdf,pdf,0.69,Marcis,2013,Слова из словаря Лихушиной (4495 шт.),D-third,high,Vocabulary derived from Likhushina's dictionary — derivative of a living author's work,override
1885,поправки к дополнениям к индексу.doc,doc,0.03,Marcis,2013,Неучтенные поправки к дополнениям к индексу Кнауэра 2011 г.,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1901,Санскрит_Падежи.pdf,pdf,3.02,Yury Panikov,2012,сутры по падежам,D-third,medium,Санскрит_Падежи compilation over Кочергина dict — derivative compiled sheet,override
1902,Франц_ немец_ шрифты.pdf,pdf,0.07,Marcis,2013,"First we take Manhattan (drshtva), then we take Berlin (sarve)",A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1903,devanagari-unicode-font-specimens.pdf,pdf,0.06,Marcis,2013,"First we take Manhattan (drshtva), then we take Berlin (sarve)",A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1905,Субхашитани.pdf,pdf,1.27,Владимир Карицкий,2012,Субхашитани,D-author,high,"Карицкий, Субхашитани compilation — his own",override
1906,020B0@0=B88.docx,docx,0.04,andron,2012,Возможная неточность в традиционном переводе стиха.,E,low,no rule matched — unidentified,default
1907,Sanskrit-Grammar-Tables-2004.pdf,pdf,0.52,Marcis,2013,Таблицы склонений и спряжений санскрита (2004 г.),A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1914,Bhandarkar Book 2-155.pdf,pdf,0.06,Arvind Kolhatkar,2011,саМхаХ сарвашвАпадеШу балиШТхаХ как перевести?,E,low,no rule matched — unidentified,default
1915,Arhiv.pdf,pdf,0.06,Marcis,2013,Архив хранит фонд академика Ф.И. Щербатского,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1917,Авестийский алфавит.pdf,pdf,0.1,Marcis,2013,Авестийский алфавит,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1918,Авестийский алфавит.doc,doc,0.05,Marcis,2013,Авестийский алфавит,A,high,"MG's own working materials: tables, plans, errata, ligature lists, specimens, notes, own papers",override
1920,BG_Visvanatha Cakravarti Thakura commentary.pdf,pdf,0.91,Mandala Pati,2013,Bhagavad Gita,E,low,no rule matched — unidentified,default
