thread_root_id,year,thread_subject,primary_topic,list_function,message_count,author_count,reply_count,reply_density
006567,1996,7 Bit tutorial,General scholarly discussion,general discussion,1,1,0,0.0
006570,1996,7 Bit tutorial,General scholarly discussion,general discussion,1,1,0,0.0
006581,1996,7 Vs 8 Bit characters,General scholarly discussion,general discussion,1,1,0,0.0
006583,1996,],General scholarly discussion,general discussion,1,1,0,0.0
006584,1996,Transliteration schemes - minimizing ambiguity,Digital resources and tools,digital resource/tool,1,1,0,0.0
006585,1996,Bottled bears (apology and correction),General scholarly discussion,general discussion,1,1,0,0.0
006586,1996,Animal evidence (was Re: Indigenous Aryanism),General scholarly discussion,general discussion,1,1,0,0.0
006590,1996,Kissa Tota Myna,General scholarly discussion,general discussion,1,1,0,0.0
006591,1996,(Fwd) Re: request for info.,Bibliographic requests,general discussion,1,1,0,0.0
006596,1996,Kissa Tota Myna,General scholarly discussion,general discussion,1,1,0,0.0
006600,1996,New Message,General scholarly discussion,general discussion,1,1,0,0.0
006604,1996,Parijata,General scholarly discussion,general discussion,1,1,0,0.0
006608,1996,New Message (water in Indian culture),History and culture,general discussion,1,1,0,0.0
006609,1996,Water in Indian culture,History and culture,general discussion,1,1,0,0.0
006613,1996,Kuravanji,General scholarly discussion,general discussion,1,1,0,0.0
006614,1996,Indiagain,General scholarly discussion,general discussion,1,1,0,0.0
006616,1996,Kissa Tota Myna,General scholarly discussion,general discussion,1,1,0,0.0
006617,1996,contact,General scholarly discussion,general discussion,1,1,0,0.0
006627,1996,Kuravanci,General scholarly discussion,general discussion,1,1,0,0.0
006628,1996,Animal evidence (elephant),General scholarly discussion,general discussion,1,1,0,0.0
006630,1996,Neelakesi,General scholarly discussion,general discussion,1,1,0,0.0
006631,1996,Q: _mantra's_ parts & _maalaa-mantra_,General scholarly discussion,general discussion,1,1,0,0.0
006632,1996,Ramatapini upanishad,Veda and ritual,general discussion,1,1,0,0.0
006633,1996,FYI: absence from Japan,General scholarly discussion,general discussion,1,1,0,0.0
006634,1996,Query re: Address of Chief Epigraphist to Govt. of India,History and culture,identification/help request,1,1,0,0.0
006636,1996,Query: Address,General scholarly discussion,identification/help request,1,1,0,0.0
006638,1997,help locating an article,General scholarly discussion,identification/help request,1,1,0,0.0
006640,1997,Query re: Address of Chief Epigraphist to Govt. of India,History and culture,identification/help request,1,1,0,0.0
006641,1997,pour prendre conge',General scholarly discussion,general discussion,1,1,0,0.0
006642,1997,Special South Asia Issue,History and culture,general discussion,1,1,0,0.0
006644,1997,News about the Bangalore Conference,Announcements and events,announcement/event,1,1,0,0.0
006646,1997,Repeat Query f. book,General scholarly discussion,identification/help request,1,1,0,0.0
006652,1997,Distortion of History,History and culture,general discussion,1,1,0,0.0
006662,1997,Q: Saskia Kersenboom,General scholarly discussion,general discussion,1,1,0,0.0
006664,1997,"Indus Script panel in ICANAS, Budapest, July 1997",General scholarly discussion,general discussion,1,1,0,0.0
006668,1997,Three wise monkeys,General scholarly discussion,general discussion,1,1,0,0.0
006671,1997,Reconstructing South Indian History,History and culture,general discussion,1,1,0,0.0
006672,1997,"Horses in India, onagers too",History and culture,general discussion,1,1,0,0.0
006673,1997,Horses in India,History and culture,general discussion,1,1,0,0.0
006690,1997,Introduction to Dravidian Lingustics,General scholarly discussion,general discussion,1,1,0,0.0
006699,1997,Studies in Ancient Indian Architectture,General scholarly discussion,general discussion,1,1,0,0.0
006700,1997,the root of the ear,General scholarly discussion,general discussion,1,1,0,0.0
006712,1997,Devanagari for the Mac,General scholarly discussion,general discussion,1,1,0,0.0
006713,1997,address,General scholarly discussion,general discussion,1,1,0,0.0
006723,1997,List of books on Art & Architecture,General scholarly discussion,general discussion,1,1,0,0.0
006724,1997,contact,General scholarly discussion,general discussion,1,1,0,0.0
006725,1997,Book Review: ANCIENT CHOLISTAN - Archaeology and Architecture,General scholarly discussion,general discussion,1,1,0,0.0
006728,1997,puurvapadalopa-samaasa??,General scholarly discussion,general discussion,1,1,0,0.0
006731,1997,Horses in India,History and culture,general discussion,1,1,0,0.0
006732,1997,Addr. of Sparreboom?,General scholarly discussion,general discussion,1,1,0,0.0
006735,1997,Usenet soc.history.ancient vote in progress,History and culture,general discussion,1,1,0,0.0
006736,1997,Devanagari for the Mac,General scholarly discussion,general discussion,1,1,0,0.0
006742,1997,Devanagari for the Mac,General scholarly discussion,general discussion,1,1,0,0.0
006746,1997,Devanagari for the Mac,General scholarly discussion,general discussion,1,1,0,0.0
006755,1997,Bibliotheca Himalayica Reprints available,General scholarly discussion,general discussion,1,1,0,0.0
006757,1997,Indra weakened,General scholarly discussion,general discussion,1,1,0,0.0
006764,1997,Devanagari fonts for the Mac,General scholarly discussion,general discussion,1,1,0,0.0
006767,1997,DK agencies,General scholarly discussion,general discussion,1,1,0,0.0
006768,1997,Summer Skt at Harvard,General scholarly discussion,general discussion,1,1,0,0.0
006771,1997,Commentaries on Devimahatmya,General scholarly discussion,general discussion,1,1,0,0.0
006789,1997,Indic baby names with a link to SURYA,General scholarly discussion,general discussion,1,1,0,0.0
006790,1997,Svara for Yajurveda mantra,Veda and ritual,general discussion,1,1,0,0.0
006791,1997,Indic baby names with a link to SURYA,General scholarly discussion,general discussion,1,1,0,0.0
006795,1997,Indic baby names with a link to SURYA,General scholarly discussion,general discussion,1,1,0,0.0
006796,1997,EVENT ANNOUNCEMENT: LC,General scholarly discussion,general discussion,1,1,0,0.0
006797,1997,saamaanaadhikara.nyam,General scholarly discussion,general discussion,1,1,0,0.0
006800,1997,Mohenjodaro was on the banks of the Sarasvati river,General scholarly discussion,general discussion,1,1,0,0.0
006801,1997,addresses,General scholarly discussion,general discussion,1,1,0,0.0
006805,1997,Invitation,General scholarly discussion,general discussion,1,1,0,0.0
006810,1997,Q: Elegy Literature,General scholarly discussion,general discussion,1,1,0,0.0
006811,1997,Ankalaparamecuvari,General scholarly discussion,general discussion,1,1,0,0.0
006818,1997,death in the ancient India,History and culture,general discussion,1,1,0,0.0
006826,1997,Amrtam,General scholarly discussion,general discussion,1,1,0,0.0
006827,1997,Katre's aSTAdhyAyI,General scholarly discussion,general discussion,1,1,0,0.0
006832,1997,David Dargie's address,General scholarly discussion,general discussion,1,1,0,0.0
006833,1997,Hindu-Christian Studies List,General scholarly discussion,general discussion,1,1,0,0.0
006836,1997,Amrtam,General scholarly discussion,general discussion,1,1,0,0.0
006837,1997,addresses,General scholarly discussion,general discussion,1,1,0,0.0
006838,1997,Complete Works of Aurobindo,General scholarly discussion,general discussion,1,1,0,0.0
006842,1997,Q: _catur-daMsshTra_ and _sahisshNu_,General scholarly discussion,general discussion,1,1,0,0.0
006844,1997,address,General scholarly discussion,general discussion,1,1,0,0.0
006845,1997,IGNCA,General scholarly discussion,general discussion,1,1,0,0.0
006848,1997,IGNCA,General scholarly discussion,general discussion,1,1,0,0.0
006849,1997,"""appropriateness"" in Caraka Samhitaa",General scholarly discussion,general discussion,1,1,0,0.0
006850,1997,Yearbook of SA Langs. and Linguistics - Studies in Europe,Grammar and linguistics,philological discussion,1,1,0,0.0
006854,1997,Ankalaparamecuvari,General scholarly discussion,general discussion,1,1,0,0.0
006855,1997,Q: _catur-daMsshTra_ and _sahisshNu_,General scholarly discussion,general discussion,1,1,0,0.0
006858,1997,Looking for translation of Yajnavalkya text,Bibliographic requests,identification/help request,1,1,0,0.0
006859,1997,New Light on Sarasvati Sindhu civilization,General scholarly discussion,general discussion,1,1,0,0.0
006861,1997,World Sanskrit Conference last month,Announcements and events,announcement/event,1,1,0,0.0
006862,1997,World Sanskrit Conference last month,Announcements and events,announcement/event,1,1,0,0.0
006865,1997,New Light on the Sarasvati Sindhu Civilization,General scholarly discussion,general discussion,1,1,0,0.0
006866,1997,Q: _catur-daMshhTra_ and _sahishhNu_,General scholarly discussion,general discussion,1,1,0,0.0
006867,1997,H-ASIA: Q. Science and Non-Western Religions (fwd),General scholarly discussion,general discussion,1,1,0,0.0
006868,1997,AAR Panel Proposal: Vernacular Constructions of Tradition (fwd),General scholarly discussion,general discussion,1,1,0,0.0
006869,1997,Harvard University public lecture,Announcements and events,announcement/event,1,1,0,0.0
006870,1997,The Tiruchirapalli 'zodiac',General scholarly discussion,general discussion,1,1,0,0.0
006871,1997,address of Ute Farnke-Vogt,General scholarly discussion,general discussion,1,1,0,0.0
006872,1997,AAR-RISA -- Diaspora Hinduism,General scholarly discussion,general discussion,1,1,0,0.0
006874,1997,Library of Congress Mellon fellowships,General scholarly discussion,general discussion,1,1,0,0.0
006875,1997,beef eating in the Veda,Veda and ritual,general discussion,1,1,0,0.0
006886,1997,How posting works,General scholarly discussion,general discussion,1,1,0,0.0
006890,1997,Old Commentaries on Tevaram?,General scholarly discussion,general discussion,1,1,0,0.0
006897,1997,beef eating in the Veda,Veda and ritual,general discussion,1,1,0,0.0
006898,1997,sutra and suta,Texts and philology,philological discussion,1,1,0,0.0
006904,1997,"Fax no. for the Kern Institute, Leiden",General scholarly discussion,general discussion,1,1,0,0.0
006913,1997,Earliest Hominids in South Asia,History and culture,general discussion,1,1,0,0.0
006915,1997,beef eating in the Veda,Veda and ritual,general discussion,1,1,0,0.0
006928,1997,beef eating in the Veda,Veda and ritual,general discussion,1,1,0,0.0
006931,1997,beef eating,General scholarly discussion,general discussion,1,1,0,0.0
006935,1997,Earliest Hominids in South Asia,History and culture,general discussion,1,1,0,0.0
006940,1997,,General scholarly discussion,general discussion,1,1,0,0.0
006941,1997,New Usenet group: soc.history.ancient is alive and well,History and culture,general discussion,1,1,0,0.0
006944,1997,"Brihadratha, ancient astronomy, etc.",General scholarly discussion,general discussion,1,1,0,0.0
006946,1997,beef eating,General scholarly discussion,general discussion,1,1,0,0.0
006947,1997,ayana and svastika in the script of the Sarasvati (Harappan) civilization,General scholarly discussion,general discussion,1,1,0,0.0
006949,1997,beef and Jaina and Buddhist karma,Buddhism and Jainism,general discussion,1,1,0,0.0
006955,1997,indology homepage,General scholarly discussion,general discussion,1,1,0,0.0
006968,1997,"aMsala = ""tender""?",General scholarly discussion,general discussion,1,1,0,0.0
006969,1997,An appeal re: The Calcutta Bookfair Fire (fwd),General scholarly discussion,general discussion,1,1,0,0.0
006970,1997,Address of Prof. Helmust Nespital,General scholarly discussion,general discussion,1,1,0,0.0
006975,1997,2nd yr Skt,General scholarly discussion,general discussion,1,1,0,0.0
006978,1997,Bhavanakrama of Kamalasila,General scholarly discussion,general discussion,1,1,0,0.0
006981,1997,Address of Prof. Helmust Nespital,General scholarly discussion,general discussion,1,1,0,0.0
006982,1997,Udayana's text,Texts and philology,philological discussion,1,1,0,0.0
006987,1997,German Indology,General scholarly discussion,general discussion,1,1,0,0.0
006989,1997,Error Condition Re: Re: Getting INDOLOGY members' list,General scholarly discussion,technical support,1,1,0,0.0
007003,1997,German Indology,General scholarly discussion,general discussion,1,1,0,0.0
007010,1997,German Indology,General scholarly discussion,general discussion,1,1,0,0.0
007016,1997,An Exciting New Development,General scholarly discussion,general discussion,1,1,0,0.0
007023,1997,Indo-Germanic,General scholarly discussion,general discussion,1,1,0,0.0
007024,1997,Recent Good Development (Tamil),General scholarly discussion,general discussion,1,1,0,0.0
007025,1997,address needed,Bibliographic requests,general discussion,1,1,0,0.0
007032,1997,correct pronunciation,General scholarly discussion,general discussion,1,1,0,0.0
007034,1997,A text on cooking by Bhima?,Texts and philology,philological discussion,1,1,0,0.0
007035,1997,Theoretical Issues,General scholarly discussion,general discussion,1,1,0,0.0
007037,1997,German Indology,General scholarly discussion,general discussion,1,1,0,0.0
007045,1997,German Indology,General scholarly discussion,general discussion,1,1,0,0.0
007046,1997,No subject,General scholarly discussion,general discussion,1,1,0,0.0
007047,1997,German ideology,General scholarly discussion,general discussion,1,1,0,0.0
007055,1997,A Sanskrit text on burglary?,Texts and philology,philological discussion,1,1,0,0.0
007065,1997,RV 8.43.11 and beef-eating,General scholarly discussion,general discussion,1,1,0,0.0
007070,1997,Avestan transcription,General scholarly discussion,general discussion,1,1,0,0.0
007075,1997,Geometry and numerals,General scholarly discussion,general discussion,1,1,0,0.0
007082,1997,Epigraphy,General scholarly discussion,general discussion,1,1,0,0.0
007090,1997,"Porcupines, beef, and Horses",General scholarly discussion,general discussion,1,1,0,0.0
007100,1997,German Indology,General scholarly discussion,general discussion,1,1,0,0.0
007101,1997,German Indology,General scholarly discussion,general discussion,1,1,0,0.0
007110,1997,Indo-Germanic,General scholarly discussion,general discussion,1,1,0,0.0
007118,1997,Indo-Germanic,General scholarly discussion,general discussion,1,1,0,0.0
007127,1997,Administrivia - please read,General scholarly discussion,general discussion,1,1,0,0.0
007128,1997,"re IG/IE, Germans and other scum",General scholarly discussion,general discussion,1,1,0,0.0
007134,1997,"re IG/IE, Germans and other scum",General scholarly discussion,general discussion,1,1,0,0.0
007139,1997,Mechandising electronic texts,General scholarly discussion,general discussion,1,1,0,0.0
007141,1997,INFO: ASIA,General scholarly discussion,general discussion,1,1,0,0.0
007142,1997,Indo-Germanic,General scholarly discussion,general discussion,1,1,0,0.0
007146,1997,Indo-Germanic and Svastika,General scholarly discussion,general discussion,1,1,0,0.0
007148,1997,More on copyright,General scholarly discussion,general discussion,1,1,0,0.0
007150,1997,Mechandising electronic texts,General scholarly discussion,general discussion,1,1,0,0.0
007152,1997,IJTS: Khajuraho on the WWW,General scholarly discussion,general discussion,1,1,0,0.0
007153,1997,Mechandising electronic texts and Tajmahal,General scholarly discussion,general discussion,1,1,0,0.0
007154,1997,Final post on copyright,General scholarly discussion,general discussion,1,1,0,0.0
007155,1997,Beef Eating,General scholarly discussion,general discussion,1,1,0,0.0
007156,1997,Beef Eating (2),General scholarly discussion,general discussion,1,1,0,0.0
007159,1997,Veroeffentlichungen der Uni-Halle,General scholarly discussion,general discussion,1,1,0,0.0
007165,1997,Indo-Germanic,General scholarly discussion,general discussion,1,1,0,0.0
007172,1997,German Indology,General scholarly discussion,general discussion,1,1,0,0.0
007177,1997,Event Announcement,General scholarly discussion,general discussion,1,1,0,0.0
007178,1997,STOP PRESS: event post correction,General scholarly discussion,general discussion,1,1,0,0.0
007180,1997,Blood,General scholarly discussion,general discussion,1,1,0,0.0
007181,1997,decipering a colophon,General scholarly discussion,general discussion,1,1,0,0.0
007183,1997,decipering a colophon,General scholarly discussion,general discussion,1,1,0,0.0
007184,1997,Sibajiban Bhattacharya,General scholarly discussion,general discussion,1,1,0,0.0
007195,1997,Question on the etymology of a Vedic word,Veda and ritual,identification/help request,1,1,0,0.0
007196,1997,Query on var.nabheda,General scholarly discussion,identification/help request,1,1,0,0.0
007200,1997,address of Karl Potter,General scholarly discussion,general discussion,1,1,0,0.0
007207,1997,address of Karl Potter,General scholarly discussion,general discussion,1,1,0,0.0
007219,1997,QUERY: BHIMA,General scholarly discussion,identification/help request,1,1,0,0.0
007220,1997,"Harappan glyph on a tablet: five svastikas, a drummer and a tiger",General scholarly discussion,general discussion,1,1,0,0.0
007226,1997,A genetic study of N. Indian population,General scholarly discussion,general discussion,1,1,0,0.0
007233,1997,QUERY: BHIMA,General scholarly discussion,identification/help request,1,1,0,0.0
007236,1997,yamaataaraajabhaanasalagaam,General scholarly discussion,general discussion,1,1,0,0.0
007238,1997,Epigraphy,General scholarly discussion,general discussion,1,1,0,0.0
007244,1997,Encyc of Hinduism,General scholarly discussion,general discussion,1,1,0,0.0
007249,1997,Urdu TTF,General scholarly discussion,general discussion,1,1,0,0.0
007256,1997,Sarasvati river and aquifers,General scholarly discussion,general discussion,1,1,0,0.0
007264,1997,Lodra rajputs and govardhana,General scholarly discussion,general discussion,1,1,0,0.0
007268,1997,Indo-Germanic,General scholarly discussion,general discussion,1,1,0,0.0
007280,1997,CS Utopia updated,General scholarly discussion,general discussion,1,1,0,0.0
007281,1997,Thomas Young,General scholarly discussion,general discussion,1,1,0,0.0
007282,1997,devanagari font,Digital resources and tools,digital resource/tool,1,1,0,0.0
007283,1997,Indo-Germanic,General scholarly discussion,general discussion,1,1,0,0.0
007296,1997,References requested,General scholarly discussion,general discussion,1,1,0,0.0
007305,1997,question,General scholarly discussion,identification/help request,1,1,0,0.0
007307,1997,Dravidian/Altaic,General scholarly discussion,general discussion,1,1,0,0.0
007310,1997,TAMIL/JAPANESE,General scholarly discussion,general discussion,1,1,0,0.0
007313,1997,New Free Devanagari TrueType Font.,Digital resources and tools,digital resource/tool,1,1,0,0.0
007324,1997,email addresses,General scholarly discussion,general discussion,1,1,0,0.0
007327,1997,Q: B.Stoler Miller's materials on Gitagovinda,General scholarly discussion,general discussion,1,1,0,0.0
007328,1997,New Free Devanagari TrueType Font.,Digital resources and tools,digital resource/tool,1,1,0,0.0
007333,1997,Questions on the name kApya/kApeya in upaniSads,General scholarly discussion,general discussion,1,1,0,0.0
007343,1997,IMPORTANT administration information,General scholarly discussion,general discussion,1,1,0,0.0
007344,1997,(Fwd) CRSI: conference on religion in south india,Announcements and events,announcement/event,1,1,0,0.0
007347,1997,Q: IGNCA - Gitagovinda,General scholarly discussion,general discussion,1,1,0,0.0
007359,1997,nak.satras,General scholarly discussion,general discussion,1,1,0,0.0
007361,1997,nak.satras,General scholarly discussion,general discussion,1,1,0,0.0
007364,1997,ANNOUNCE: Sanskrit Introductory update,General scholarly discussion,general discussion,1,1,0,0.0
007368,1997,ANNOUNCE: upgrade of SKT-series fonts,General scholarly discussion,general discussion,1,1,0,0.0
007369,1997,Error Condition Re: Rites without meaning,General scholarly discussion,technical support,1,1,0,0.0
007373,1997,Lectureship in Hindi at SOAS (forwarded),General scholarly discussion,general discussion,1,1,0,0.0
007374,1997,Error Condition Re: Rites without meaning,General scholarly discussion,technical support,1,1,0,0.0
007380,1997,Q: Univ. Koeln Tamil Library catalogs,General scholarly discussion,general discussion,1,1,0,0.0
007384,1997,Films,General scholarly discussion,general discussion,1,1,0,0.0
007389,1997,Q: Univ. Koeln Tamil Library catalogs,General scholarly discussion,general discussion,1,1,0,0.0
007398,1997,"List on ""Fold threatre, puppetry, street-plays and the like""",General scholarly discussion,general discussion,1,1,0,0.0
007399,1997,Sylvia Murr's dissertation in English ?,General scholarly discussion,general discussion,1,1,0,0.0
007400,1997,"Fellowship in education and development, IDS (fwd)",Announcements and events,job/position,1,1,0,0.0
007401,1997,Database on Indian Publ. on the Web (fwd),Digital resources and tools,digital resource/tool,1,1,0,0.0
007403,1997,Vikram Seth (again),General scholarly discussion,general discussion,1,1,0,0.0
007406,1997,Calcutta SF,General scholarly discussion,general discussion,1,1,0,0.0
007415,1997,Job Opportunity,Announcements and events,job/position,1,1,0,0.0
007420,1997,Question on Patanjali (Kashmir and P's MB) and kApyas,General scholarly discussion,identification/help request,1,1,0,0.0
007425,1997,european musical instruments in India,History and culture,general discussion,1,1,0,0.0
007433,1997,european musical instruments in India,History and culture,general discussion,1,1,0,0.0
007435,1997,XIIth IABS Conference,Announcements and events,announcement/event,1,1,0,0.0
007442,1997,karma,General scholarly discussion,general discussion,1,1,0,0.0
007444,1997,european musical instruments in India,History and culture,general discussion,1,1,0,0.0
007445,1997,Words for crocodile,General scholarly discussion,general discussion,1,1,0,0.0
007447,1997,SEA institutions,General scholarly discussion,general discussion,1,1,0,0.0
007452,1997,european musical instruments in India,History and culture,general discussion,1,1,0,0.0
007453,1997,european musical instruments in India,History and culture,general discussion,1,1,0,0.0
007461,1997,european musical instruments in India,History and culture,general discussion,1,1,0,0.0
007467,1997,European musical instruments in India,History and culture,general discussion,1,1,0,0.0
007472,1997,churki,General scholarly discussion,general discussion,1,1,0,0.0
007480,1997,(Fwd) query: Gita tapes,Texts and philology,identification/help request,1,1,0,0.0
007493,1997,(Fwd) query: Gita tapes,Texts and philology,identification/help request,1,1,0,0.0
007495,1997,"""Sandhyabasha"" / & erratum",General scholarly discussion,general discussion,1,1,0,0.0
007496,1997,Are violins endowed with religious significance?,General scholarly discussion,general discussion,1,1,0,0.0
007497,1997,Audio tapes of the Gita and other Skt texts,Texts and philology,general discussion,1,1,0,0.0
007511,1997,Vratyas,General scholarly discussion,general discussion,1,1,0,0.0
007518,1997,A. Danielou (Re: Q: Kannada words in a Greek play?),General scholarly discussion,general discussion,1,1,0,0.0
007512,1997,Are violins endowed with religious significance? (was Re: european musical instruments in India),History and culture,general discussion,1,1,0,0.0
007515,1997,Question on Patanjali (Kashmir and P's MB) and kApyas,General scholarly discussion,identification/help request,1,1,0,0.0
007523,1997,FYI: IJHS Inaugural issue is out,General scholarly discussion,general discussion,1,1,0,0.0
007527,1997,ye me bhakta-janah partha ...,General scholarly discussion,general discussion,1,1,0,0.0
007529,1997,ye me bhakta-janah partha ...,General scholarly discussion,general discussion,1,1,0,0.0
007530,1997,ye me bhakta-janah partha ...,General scholarly discussion,general discussion,1,1,0,0.0
007536,1997,Danielou and Tamil Musicology,General scholarly discussion,general discussion,1,1,0,0.0
007540,1997,Tamil musicology,General scholarly discussion,general discussion,1,1,0,0.0
007556,1997,Blind men and elephants,General scholarly discussion,general discussion,1,1,0,0.0
007561,1997,"Other festivals, too.",General scholarly discussion,general discussion,1,1,0,0.0
007567,1997,'polluting' effect of leather in music?,General scholarly discussion,general discussion,1,1,0,0.0
007574,1997,"Rig Veda, ta'ntra, nUl, and sUtra",Veda and ritual,philological discussion,1,1,0,0.0
007576,1997,avidya in Pali literature,Buddhism and Jainism,general discussion,1,1,0,0.0
007577,1997,"Rig Veda, ta'ntra, nUl, and sUtra",Veda and ritual,philological discussion,1,1,0,0.0
007582,1997,Nagarjuna in Vidarbha,General scholarly discussion,general discussion,1,1,0,0.0
007590,1997,Pingree address,General scholarly discussion,general discussion,1,1,0,0.0
007600,1997,Pingree address,General scholarly discussion,general discussion,1,1,0,0.0
007607,1997,Not about Neeladarpana but related,General scholarly discussion,general discussion,1,1,0,0.0
007609,1997,avidya in Pali literature,Buddhism and Jainism,general discussion,1,1,0,0.0
007615,1997,Danielou and maNimEkalai,General scholarly discussion,general discussion,1,1,0,0.0
007620,1997,,General scholarly discussion,general discussion,1,1,0,0.0
007621,1997,please travel back in time and don't read my previous message!,General scholarly discussion,general discussion,1,1,0,0.0
007627,1997,VYAKARAN: Re: Classical Sanskrit Accent,General scholarly discussion,general discussion,1,1,0,0.0
007641,1997,abhi/abhIh - Interesting Word/s in Sanskrit - an Analysis,General scholarly discussion,general discussion,1,1,0,0.0
007647,1997,Proscribed publications,General scholarly discussion,general discussion,1,1,0,0.0
007650,1997,Nietzschegati,General scholarly discussion,general discussion,1,1,0,0.0
007653,1997,"Your Letter from Embassy of India (March 27, 1997)",History and culture,general discussion,1,1,0,0.0
007654,1997,VYAKARAN: Re: Classical Sanskrit Accent,General scholarly discussion,general discussion,1,1,0,0.0
007661,1997,VYAKARAN: Re: Classical Sanskrit Accent,General scholarly discussion,general discussion,1,1,0,0.0
007672,1997,"Tamil Conference, UC, Berkeley",Announcements and events,announcement/event,1,1,0,0.0
007673,1997,Madhavendra Puri,General scholarly discussion,general discussion,1,1,0,0.0
007679,1997,VYAKARAN: Re: Classical Sanskrit Accent,General scholarly discussion,general discussion,1,1,0,0.0
007687,1997,Other Festivals Too.,General scholarly discussion,general discussion,1,1,0,0.0
007694,1997,ivy's berries,General scholarly discussion,general discussion,1,1,0,0.0
007707,1997,Website for _INTERNATIONAL JOURNAL OF HINDU STUDIES_,Digital resources and tools,digital resource/tool,1,1,0,0.0
007714,1997,pronunciation of Sanskrit,General scholarly discussion,general discussion,1,1,0,0.0
007715,1997,VYAKARAN: Re: Speaking in Sanskrit,General scholarly discussion,general discussion,1,1,0,0.0
007726,1997,"Amazing PataJjali, lakSaNa, and vyAkaraNa",Grammar and linguistics,philological discussion,1,1,0,0.0
007729,1997,Melleny,General scholarly discussion,general discussion,1,1,0,0.0
007764,1997,"Western scholarship (was Re: Rig Veda, ta'ntra, nUl, and sUtra)",Veda and ritual,philological discussion,1,1,0,0.0
007777,1997,Universally applicable diacriticals,General scholarly discussion,general discussion,1,1,0,0.0
007778,1997,Happy New Year!,General scholarly discussion,general discussion,1,1,0,0.0
007782,1997,Melleny,General scholarly discussion,general discussion,1,1,0,0.0
007783,1997,VYAKARAN: Re: Speaking in Sanskrit,General scholarly discussion,general discussion,1,1,0,0.0
007785,1997,Churki/kuDumi,General scholarly discussion,general discussion,1,1,0,0.0
007789,1997,languages (question) (was Re: pronunciation of Sanskrit),General scholarly discussion,identification/help request,1,1,0,0.0
007795,1997,recent publication,General scholarly discussion,general discussion,1,1,0,0.0
007798,1997,Problems in Indian democracy (was Re: languages (question) (was Re: pronunciation of Sanskrit)),General scholarly discussion,identification/help request,1,1,0,0.0
007802,1997,"Re Manava Dharma Sastra, original devanagari",General scholarly discussion,general discussion,1,1,0,0.0
007809,1997,Melleny,General scholarly discussion,general discussion,1,1,0,0.0
007817,1997,Punthi Pustak - address?,General scholarly discussion,general discussion,1,1,0,0.0
007822,1997,Sandhi in `real' Sanskrit vs `conversational' Sanskrit,Grammar and linguistics,philological discussion,1,1,0,0.0
007832,1997,indra,General scholarly discussion,general discussion,1,1,0,0.0
007836,1997,Ritual and archiecture,Veda and ritual,general discussion,1,1,0,0.0
007839,1997,Ritual and archiecture,Veda and ritual,general discussion,1,1,0,0.0
007840,1997,Ritual and archiecture,Veda and ritual,general discussion,1,1,0,0.0
007845,1997,Saiva Siddhanta Kazhagam,General scholarly discussion,general discussion,1,1,0,0.0
007847,1997,Impact of English language on Hindi,General scholarly discussion,general discussion,1,1,0,0.0
007850,1997,nAma,General scholarly discussion,general discussion,1,1,0,0.0
007860,1997,Cloning souls,General scholarly discussion,general discussion,1,1,0,0.0
007862,1997,indra,General scholarly discussion,general discussion,1,1,0,0.0
007864,1997,`real' Sanskrit vs `conversational' Sanskrit,General scholarly discussion,general discussion,1,1,0,0.0
007881,1997,"Sandhya bhasa / Ulatbamsi / ""Dakini script""",General scholarly discussion,general discussion,1,1,0,0.0
007882,1997,,General scholarly discussion,general discussion,1,1,0,0.0
007885,1997,Change in Word Meanings,General scholarly discussion,general discussion,1,1,0,0.0
007891,1997,Passive in Dravidian (Was: Re: `Conversational Sanskrit' vs `Real Sanskrit'),General scholarly discussion,general discussion,1,1,0,0.0
007894,1997,asya diinasya prastaava.h,General scholarly discussion,general discussion,1,1,0,0.0
007895,1997,],General scholarly discussion,general discussion,1,1,0,0.0
007898,1997,on vyaakaraNa-kauNDinya,General scholarly discussion,general discussion,1,1,0,0.0
007902,1997,on vyaakaraNa-kauNDinya,General scholarly discussion,general discussion,1,1,0,0.0
007910,1997,India's role in the history of linguistics,Grammar and linguistics,philological discussion,1,1,0,0.0
007915,1997,Pronunciation of Brahma,General scholarly discussion,general discussion,1,1,0,0.0
007931,1997,Penn-Pune Connection,General scholarly discussion,general discussion,1,1,0,0.0
007936,1997,Apple Indian Language Kit,General scholarly discussion,general discussion,1,1,0,0.0
007942,1997,Wayne Howard?,General scholarly discussion,general discussion,1,1,0,0.0
007946,1997,Passive in Dravidian (Was: Re: `Conversational Sanskrit' vs `Real Sanskrit'),General scholarly discussion,general discussion,1,1,0,0.0
007949,1997,"MAY 4 FESTIVAL OF CULTURES CELEBRATES REOPENING OF JEFFERSON BUILDING, LIBRARY OF CONGRESS",General scholarly discussion,general discussion,1,1,0,0.0
007953,1997,TASTE TERMS: SWEET,General scholarly discussion,general discussion,1,1,0,0.0
007961,1997,nAma,General scholarly discussion,general discussion,1,1,0,0.0
007966,1997,vELANDu,General scholarly discussion,general discussion,1,1,0,0.0
007977,1997,Address Request,Bibliographic requests,general discussion,1,1,0,0.0
007982,1997,"question regarding Vimaana ""flying machines""",General scholarly discussion,identification/help request,1,1,0,0.0
007988,1997,announcing a new book: SAMSK.RTASUBODHINII : A SANSKRIT PRIMER (fwd),Teaching and pedagogy,general discussion,1,1,0,0.0
007989,1997,nAmA,General scholarly discussion,general discussion,1,1,0,0.0
