archive_id,message_id,thread_root_id,date,year,month,archive_url,normalized_author,clean_subject,primary_topic,list_function,rule_id,renou_axis,renou_code,renou_label,renou_covers,matched_term,confidence,evidence,source_url
025712,<161227068254.23782.11395030387400162801.generated@prod2.harmonylists.io>,025696,2001-03-14 19:26:37+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025712.html,Bhadraiah Mallampalli,"""Bagger Vance"" & Doniger on the Gita",Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025713,<161227068261.23782.9501054067832210858.generated@prod2.harmonylists.io>,025696,2001-03-14 20:21:36+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025713.html,"Aditya, the Cheerful Hindu Skeptic","""Bagger Vance"" & Doniger on the Gita",Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025714,<161227068226.23782.6042733642427626805.generated@prod2.harmonylists.io>,025714,2001-03-14 11:37:20+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025714.html,Lakshmi Srinivas,gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",gita,subject_pattern,subject matched `gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025725,<161227068278.23782.11407948739247881392.generated@prod2.harmonylists.io>,025696,2001-03-15 14:13:53+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025725.html,Valerie J Roebuck,"SV: ""Bagger Vance"" & Doniger on the Gita",Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025723,<161227068273.23782.16957820435341526389.generated@prod2.harmonylists.io>,025696,2001-03-15 11:34:10+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025723.html,Bhadraiah Mallampalli,"""Bagger Vance"" & Doniger on the Gita",Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025722,<161227068270.23782.7779075368412944893.generated@prod2.harmonylists.io>,025696,2001-03-15 08:38:08+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025722.html,Swaminathan Madhuresan,"""Bagger Vance"" & Doniger on the Gita",Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025724,<161227068275.23782.605178791570220536.generated@prod2.harmonylists.io>,025724,2001-03-15 13:42:48+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025724.html,Swaminathan Madhuresan,"""Bagger Vance"" & Doniger on the Gita",Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025727,<161227068286.23782.756226605799277172.generated@prod2.harmonylists.io>,025696,2001-03-15 15:19:04+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025727.html,V.V. Raman,"SV: ""Bagger Vance"" & Doniger on the Gita",Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025732,<161227068308.23782.3085649049017403622.generated@prod2.harmonylists.io>,025676,2001-03-16 00:38:30+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025732.html,Dominik Wujastyk,"SV: ""Bagger Vance"" & Doniger on the Gita",Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025730,<161227068311.23782.859094065024374751.generated@prod2.harmonylists.io>,025696,2001-03-16 00:33:10+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025730.html,Prasad Velusamy,"SV: ""Bagger Vance"" & Doniger on the Gita",Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025739,<161227068375.23782.16657003359247079066.generated@prod2.harmonylists.io>,025739,2001-03-16 14:39:42+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025739.html,Swaminathan Madhuresan,Krsna in Gita nº1,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025753,<161227068356.23782.3954146403909029866.generated@prod2.harmonylists.io>,025751,2001-03-17 10:18:02+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025753.html,Satya Upadhya,Interpreting the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025755,<161227068365.23782.13498318059974286313.generated@prod2.harmonylists.io>,025751,2001-03-17 12:01:12+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025755.html,Valerie J Roebuck,Interpreting the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025751,<161227068349.23782.16070711117525524789.generated@prod2.harmonylists.io>,025751,2001-03-17 07:34:26+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025751.html,Bhadraiah Mallampalli,Interpreting the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025760,<161227068353.23782.3596963127809993280.generated@prod2.harmonylists.io>,025738,2001-03-17 08:49:01+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025760.html,Lars Martin Fosse,Interpreting the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025762,<161227068401.23782.4133721070563590988.generated@prod2.harmonylists.io>,025738,2001-03-17 19:04:38+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025762.html,Martin Delhey,Interpreting the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025761,<161227068407.23782.12462304714176560422.generated@prod2.harmonylists.io>,025761,2001-03-17 19:38:33+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025761.html,Venkatraman Iyer,Interpreting the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025756,<161227068404.23782.15254502744275117193.generated@prod2.harmonylists.io>,025738,2001-03-17 19:29:43+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025756.html,V.V. Raman,Interpreting the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025776,<161227068379.23782.13758348431801869271.generated@prod2.harmonylists.io>,025751,2001-03-17 15:06:24+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025776.html,Swantham,Interpreting the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025773,<161227068429.23782.13705072089054446060.generated@prod2.harmonylists.io>,025751,2001-03-17 20:08:29+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025773.html,Arun Gupta,Interpreting the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025763,<161227068435.23782.16395858286813471385.generated@prod2.harmonylists.io>,025751,2001-03-17 23:46:04+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025763.html,Bhadraiah Mallampalli,Interpreting the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025758,<161227068359.23782.6362921361299941993.generated@prod2.harmonylists.io>,025751,2001-03-17 10:29:27+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025758.html,Dmitri Semenov,Interpreting the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025774,<161227068426.23782.13300852131944126431.generated@prod2.harmonylists.io>,025774,2001-03-17 22:22:58+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025774.html,Dominik Wujastyk,Interpreting the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025770,<161227068397.23782.10025950812003061931.generated@prod2.harmonylists.io>,025738,2001-03-17 18:03:14+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025770.html,Allen W Thrasher,Interpreting the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025767,<161227068391.23782.9016741794939649257.generated@prod2.harmonylists.io>,025751,2001-03-17 17:05:54+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025767.html,David Salmon,Interpreting the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025779,<161227068441.23782.6257458297048996364.generated@prod2.harmonylists.io>,025779,2001-03-18 14:07:03+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025779.html,Vidhyanath Rao,Interpreting the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025778,<161227068463.23782.16619263797254562971.generated@prod2.harmonylists.io>,025751,2001-03-18 20:34:35+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025778.html,Bhadraiah Mallampalli,Krsna in the Gita nº 3,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025785,<161227068466.23782.8339638053743270402.generated@prod2.harmonylists.io>,025761,2001-03-18 20:37:13+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025785.html,Venkatraman Iyer,Krsna in the Gita nº 4,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025787,<161227068470.23782.1768485374116259172.generated@prod2.harmonylists.io>,025751,2001-03-18 20:38:20+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025787.html,Arun Gupta,Krsna in the Gita nº 5,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025780,<161227068453.23782.2647788005513486857.generated@prod2.harmonylists.io>,025780,2001-03-18 19:56:28+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025780.html,Radha-Govinda Mandir,Interpreting the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025788,<161227068450.23782.645077811239071689.generated@prod2.harmonylists.io>,025738,2001-03-18 19:19:46+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025788.html,Narayan R.Joshi,Interpreting the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025792,<161227068483.23782.8910495455665468686.generated@prod2.harmonylists.io>,025792,2001-03-19 16:41:34+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025792.html,Lynken Ghose,remarks on interpretation of scripture and Gita etc,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025797,<161227068490.23782.8574529874262853413.generated@prod2.harmonylists.io>,025792,2001-03-19 17:16:15+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025797.html,Dominik Wujastyk,remarks on interpretation of scripture and Gita etc,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025793,<161227068497.23782.10210471616288831442.generated@prod2.harmonylists.io>,025792,2001-03-19 19:23:42+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025793.html,Swami Tyagananda,remarks on interpretation of scripture and Gita etc,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025791,<161227068500.23782.10190908310066090223.generated@prod2.harmonylists.io>,025791,2001-03-19 23:16:29+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025791.html,Swaminathan Madhuresan,remarks on interpretation of scripture and Gita etc,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025794,<161227068504.23782.7585807508040193022.generated@prod2.harmonylists.io>,025792,2001-03-19 23:59:20+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025794.html,Bhadraiah Mallampalli,Interpreting the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025795,<161227068486.23782.10264792638246816339.generated@prod2.harmonylists.io>,025792,2001-03-19 17:05:28+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025795.html,Jan Brzezinski,remarks on interpretation of scripture and Gita etc,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025817,<161227068552.23782.11882732056576712326.generated@prod2.harmonylists.io>,025602,2001-03-20 20:15:51+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025817.html,john grimes,is the Gita dishonest?,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025812,<161227068545.23782.2172530429875506336.generated@prod2.harmonylists.io>,025812,2001-03-20 19:38:51+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025812.html,V.V. Raman,is the Gita dishonest?,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025840,<161227068599.23782.15352770896099477240.generated@prod2.harmonylists.io>,025812,2001-03-23 05:22:50+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025840.html,Arun Gupta,is the Gita dishonest?,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025848,<161227068613.23782.17528289602149591510.generated@prod2.harmonylists.io>,025848,2001-03-24 17:19:33+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025848.html,Venkatraman Iyer,is the Gita dishonest?,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025851,<161227068622.23782.18029577569804895383.generated@prod2.harmonylists.io>,025812,2001-03-24 22:30:16+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025851.html,Gunthard Mueller,is the Gita dishonest?,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025847,<161227068617.23782.2975649232762451340.generated@prod2.harmonylists.io>,025847,2001-03-24 19:17:15+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025847.html,rohan.oberoi at CORNELL.EDU,is the Gita dishonest?,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025856,<161227068633.23782.13080431922902932665.generated@prod2.harmonylists.io>,025847,2001-03-25 13:33:15+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025856.html,rohan.oberoi at CORNELL.EDU,is the Gita dishonest?,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025862,<161227068646.23782.6508714783601708966.generated@prod2.harmonylists.io>,025798,2001-03-25 23:26:47+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025862.html,Dick Plukker,Uninformed discussion on the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025863,<161227068648.23782.10244201998587362629.generated@prod2.harmonylists.io>,025839,2001-03-26 00:13:27+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025863.html,Dominik Wujastyk,discussion on the Gita( ramble on ),Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025861,<161227068644.23782.891971548351147539.generated@prod2.harmonylists.io>,025861,2001-03-25 22:34:59+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025861.html,Rajarshi Banerjee,Uninformed discussion on the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025878,<161227068658.23782.2218753682376926203.generated@prod2.harmonylists.io>,025860,2001-03-26 09:05:55+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025878.html,Richard B Mahoney,On the light side...Vedic CDROMs,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Vedic,subject_pattern,subject matched `Vedic` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025867,<161227068675.23782.5210795470106343070.generated@prod2.harmonylists.io>,025867,2001-03-26 16:22:14+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025867.html,Luis Gonzalez-Reimann,is the Gita dishonest?,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025879,<161227068664.23782.4689048719635397334.generated@prod2.harmonylists.io>,025877,2001-03-26 10:34:08+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025879.html,Lars Martin Fosse,SV: Uninformed discussion on the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025875,<161227068660.23782.3730730706141068840.generated@prod2.harmonylists.io>,025860,2001-03-26 09:43:45+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025875.html,Peter Wyzlic,SV: Uninformed discussion on the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025871,<161227068650.23782.37183025983065050.generated@prod2.harmonylists.io>,025870,2001-03-26 00:14:15+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025871.html,Joseph Walser,Uninformed discussion on the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025872,<161227068668.23782.12761071001582154060.generated@prod2.harmonylists.io>,025812,2001-03-26 11:28:08+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025872.html,Lakshmi Srinivas,Uninformed discussion on the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025886,<161227068683.23782.18055047860065430431.generated@prod2.harmonylists.io>,025812,2001-03-26 20:06:16+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025886.html,Arun Gupta,is the Gita dishonest?,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025881,<161227068692.23782.5870235676511574090.generated@prod2.harmonylists.io>,025798,2001-03-27 00:14:50+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025881.html,Naseem Hines,On the light side...Vedic CDROMs,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Vedic,subject_pattern,subject matched `Vedic` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
