presentation_id,year,series,title,meso_codes,proposed_meso,source,confidence
PRES_d9f00bda70,2018,Zograf Readings,Оговорка как композиционный прием в санскритской драме,literary_studies,,deepseek,0.9
PRES_003d1790e6,2018,Zograf Readings,Опись Л. А. Мерварт коллекции № 3015 в собрании МАЭ РАН как образец музейного документа,museum_collections|history_of_indology,,deepseek,0.9
PRES_222529a490,2018,Zograf Readings,Индуистская тантрическая телеология,,,deepseek_strict_scale_audit,0.85
PRES_0285ee0cb7,2018,Roerich Readings,Традиция «Лалитавистары» и ее истоки. Новые наблюдения,buddhist_studies,,deepseek_strict_scale_audit,0.9
PRES_0461ef8135,2018,Roerich Readings,К вопросу об обработке первоисточника в литературной санскритской джатаке,buddhist_studies,,deepseek,0.85
PRES_07124e17dc,2018,Roerich Readings,Еще раз о буквальном переводе третьей версии «Калачакра-тантры» Буддийского канона,buddhist_studies|translation_reception,,deepseek,0.9
PRES_0ad046733d,2018,Roerich Readings,Семантика глагольного корня bhram и его дериватов на материале древнеиндийского эпоса и поэзии,sanskrit_grammar_panini|epic_ramayana_mahabharata,,deepseek,0.9
PRES_0bcd9a42ef,2018,Roerich Readings,Идеал sajjana в литературе гуптской эпохи,literary_studies,,deepseek,0.9
PRES_10d033beaa,2018,Roerich Readings,«Ратнавали» Нагарджуны и «Дашабхумика-сутра»: явные и неявные связи,buddhist_studies,,deepseek,0.9
PRES_26341e4a7b,2018,Roerich Readings,«Видимый» и «невидимый» мир в теоретико-культурном дискурсе Древней Индии,philosophy_epistemology,,deepseek_strict_scale_audit,0.85
PRES_390fabcbab,2018,Roerich Readings,Тибетский принцип чой-йон и его значение для тибето-цинских отношений,tibetology_himalaya|china_mongolia_inner_asia,,deepseek_strict_scale_audit,0.9
PRES_3f663f57ec,2018,Roerich Readings,Вода и водоемы в трактатах по вастувидье в пуранах,vedic_studies,,deepseek,0.9
PRES_43bdc7ab3f,2018,Roerich Readings,Индийские нумерационные системы. По материалам трактата Махавирачарьи «Собрание основных положений науки о вычислениях» (сер. IX в.),,indian_mathematics,deepseek,0.9
PRES_454d44aaed,2018,Roerich Readings,Еще раз к вопросу о сандаловой статуе Будды,buddhist_studies,,deepseek,0.9
PRES_4afd142d6d,2018,Roerich Readings,Божества и образы триграмм китайской «Книги Перемен» на свитке из коллекции Рерихов в Государственном Музее Востока,visual_material_culture|roerich_studies,,deepseek,0.9
PRES_4b9af3479e,2018,Roerich Readings,Дискуссия между буддистами и санкхьяиками о существовании и природе атмана в разделе «Атмапарикша» «Таттвасанграхи» Шанатаракшиты,buddhist_studies|philosophy_epistemology,,deepseek,0.9
PRES_587468d32d,2018,Roerich Readings,Текст в контексте: образ идеального сикхского правителя в кодексе Прем Сумараг в позднесредневековых панджабских реалиях,modern_society_politics,,deepseek,0.9
PRES_59d889fde6,2018,Roerich Readings,Обращение к буддийским сутрам «неясного» происхождения при императорском дворе в Японии в VIII в,buddhist_studies,,deepseek,0.9
PRES_5a50ff4176,2018,Roerich Readings,«Апастамба-яджна-парибхашасутра» (Āpastamba-yajña-paribhāṣāsūtra): проблемы перевода,vedic_studies|sanskrit_grammar_panini,,deepseek,0.9
PRES_5b31649829,2018,Roerich Readings,Тантрическая традиция в искусстве индийского модернизма,visual_material_culture,,deepseek_strict_scale_audit,0.85
PRES_6329aa3fb2,2018,Roerich Readings,Чидамбарам и его дикшитары в зеркале «Панниру тирумурей»,dravidology_south_india,,deepseek,0.9
PRES_690401765d,2018,Roerich Readings,Деепричастия пассивного залога в языке пали?,pali_early_buddhism,,deepseek,0.9
PRES_73997bde8a,2018,Roerich Readings,"Поталака – местопребывание Авалокитешвары и один из его образов в тибетской традиции. (Танка из собрания Кабинета Ю.Н. Рериха, ИВ РАН, Москва)",tibetology_himalaya|buddhist_studies,,deepseek,0.9
PRES_8ccd58e4ca,2018,Roerich Readings,Нетибетская лексика в тибетских диалектах Балтистана и Каргила: попытка этимологической классификации,tibetology_himalaya,,deepseek,0.9
PRES_9991b02531,2018,Roerich Readings,Путешествие «Тысячи и одной ночи» в Ирландию,comparative_analysis|translation_reception,,deepseek,0.9
PRES_9aff1006ae,2018,Roerich Readings,"Вратьи и чакравартины: образ Миродержца в Древней Индии в палийских, санскритских и ведийских источниках",vedic_studies|pali_early_buddhism,,deepseek,0.9
PRES_9e7c42bb8a,2018,Roerich Readings,Богиня с гхантой и гхатом. Дурга (?) в иконографической программе буддийского храма Аурангабада,visual_material_culture,,deepseek,0.9
PRES_9ecbe3104e,2018,Roerich Readings,Имперская идея или этнический стереотип? Концепт «монгол» в первой половине XIII в,china_mongolia_inner_asia,,deepseek_strict_scale_audit,0.9
PRES_9fe3408640,2018,Roerich Readings,Брахмадева и его комментарий к «Дравья-санграха-вритти» в контексте джайнской текстовой традиции,jain_studies,,deepseek,0.9
PRES_a0f09ba677,2018,Roerich Readings,Тема «мадаль» (обряд самоистязания) в тамильской поэзии,dravidology_south_india,,deepseek,0.9
PRES_b8048f3ae8,2018,Roerich Readings,"Вопрос о соотношении субъекта-пудгалы, дискретности мышления-читты и устойчивости характеристик личности в тексте «Катхаваттху» (фрагмент 1.1.193-1.1.196)",pali_early_buddhism,,deepseek,0.9
PRES_c1939d2e87,2018,Roerich Readings,"Майтхуна, слияние лотоса и ваджры, или о некоторых особенностях символического языка сандхья-бхаша буддизма ваджраяны",buddhist_studies,,deepseek,0.9
PRES_d476549bbe,2018,Roerich Readings,Образ Йусуфа в могольской живописи: к вопросу атрибуции,visual_material_culture,,deepseek,0.9
PRES_d648392ad9,2018,Roerich Readings,Несколько слов о «я» и Адвайте в свете узнавания себя как предельного обладающего в толкованиях Абхинавагупты на «Ишварапратьябхиджня-карике» Утпаладевы,philosophy_epistemology,,deepseek,0.9
PRES_dbe72b28f9,2018,Roerich Readings,Ирония: «риторическая фигура» в Североиндийской поэзии бхакти,bhakti_vaishnava,,deepseek,0.9
PRES_e63e2c0069,2018,Roerich Readings,Живопись и графика Гималайского региона в коллекции И.П.Минаева (МАЭ РАН): некоторые аспекты атрибуции и интерпретации,museum_collections|himalaya,,deepseek,0.9
PRES_eb1a5f1b93,2018,Roerich Readings,Буддийская миссия Н.К. Рериха в Лхасу,expeditions|tibetology_himalaya,,deepseek,0.9
PRES_edcf9f8de0,2018,Roerich Readings,Некоторые аспекты культа живой богини Кумари в Непале,nepal_newar_kathmandu,,deepseek,0.9
PRES_fcdae5394d,2018,Roerich Readings,Этнокультурные особенности «Тибетско-русско-английского словаря с санскритскими параллелями» Ю.Н. Рериха,tibetology_himalaya|history_of_indology,,deepseek,0.9
PRES_dd9e25c669,2019,Zograf Readings,«Религия Человека»: свобода и традиция в философствовании Рабиндраната Тагора,bengal|modern_society_politics,,deepseek_strict_scale_audit,0.85
PRES_5dc51ccca1,2019,Zograf Readings,Почитание Индры в Непале: живая архаика,nepal_newar_kathmandu,,deepseek,0.9
PRES_c5e6e276eb,2019,Zograf Readings,Этико-интуитивистский подход М.К. Ганди к пониманию традиционных текстов,modern_society_politics,,deepseek,0.9
PRES_4b296dd60c,2019,Zograf Readings,И. П. Минаев и Дж. Л. Киплинг: коллекции и письма,history_of_indology|colonial_encounters,,deepseek,0.9
PRES_aa6a4858fc,2019,Zograf Readings,Мифология танца и  образ Индры в джайнизме,jain_studies,,deepseek,0.9
PRES_ce7644969b,2019,Zograf Readings,«Сумеречный язык» в поэзии тамильских сиддхов,dravidology_south_india,,deepseek,0.9
PRES_14243281d6,2019,Zograf Readings,Санскритские очки европейской лингвистики XIX века,history_of_indology,,deepseek,0.9
PRES_f4d3508725,2019,Zograf Readings,Эстетика религиозной драмы: теория и практика драмы в контексте бенгальского вайшнавизма,bengal_bhakti_modernity|bhakti_vaishnava,,deepseek_strict_scale_audit,0.9
PRES_790adfed32,2019,Zograf Readings,"Отношение к женщине в эпосе (на примере «Рамаяны» Вальмики, «Адбхута Рамаяны» и «Адхьятма Рамаяны»)",epic_ramayana_mahabharata,,deepseek,0.9
PRES_daaacd2c46,2019,Zograf Readings,О предмете индийской философии,,,deepseek_strict_scale_audit,0.9
PRES_62cf077e75,2019,Zograf Readings,«Зачин» в североиндийской поэзии бхакти,bhakti_vaishnava,,deepseek,0.85
PRES_6d5d70424b,2019,Zograf Readings,«Гадья» Рамануджи: венец или крест исследователя философии вишишта-адвайты?,,,deepseek,0.85
PRES_4468815627,2019,Zograf Readings,Атхарваведа 1.2. (Шаунака): дополнение к переводам,vedic_studies,,deepseek,0.9
PRES_4b661944b6,2019,Zograf Readings,Элементы шаманских практик в воинских традициях Индии,,,deepseek_strict_scale_audit,0.85
PRES_4f163c69ab,2019,Zograf Readings,Понимание искусства в учении Ошо,,,deepseek,0.85
PRES_5828dbb0bc,2019,Zograf Readings,Структура «Чарья-гити»,,,deepseek,0.85
PRES_fb458bc442,2019,Zograf Readings,Способы сокрытия мантр в тантрических текстах,,,deepseek,0.85
PRES_eab49a194a,2019,Zograf Readings,«Возрожденные» ведийские ритуалы: яджна на Асси гхат и в школе девочек «Панини Канья Махавидьялая» в Варанаси,vedic_studies|ritual_studies,,deepseek,0.9
PRES_d061375ee0,2019,Zograf Readings,Индийские и тибетские лингвистические штудии Д. Г. Мессершмидта,history_of_indology|tibetology_himalaya,,deepseek,0.9
PRES_d4e401111e,2019,Zograf Readings,Трансформации культурной идентичности парсов Бомбея,modern_society_politics,,deepseek_strict_scale_audit,0.9
PRES_334a9aca0b,2019,Zograf Readings,Двести лет санскритской лексикографии (1819‒2019),history_of_indology,,deepseek_strict_scale_audit,0.9
PRES_89290bf4b4,2019,Zograf Readings,Парибхаша  —  интерпретационные правила грамматики Панини,sanskrit_grammar_panini,,deepseek,0.9
PRES_8f2ec6926d,2019,Zograf Readings,Каталоги знаков хараппской письменности: материалы к сравнению,,,deepseek,0.85
PRES_c73e8b22d5,2019,Zograf Readings,Кукольный театр Западной Бенгалии,bengal|ethnography_performance,,deepseek,0.9
PRES_0b4661b2e8,2019,Zograf Readings,Ритуалы жизненного цикла у народности лимбу,life_cycle_rituals|himalaya,,deepseek,0.9
PRES_d28fc67619,2019,Zograf Readings,«Унмада нирукта». «Безумная этимология»: об особенностях мистической герменевтики тантры (на примере интерпретации первой мангала-шлоки «Тантралоки»),,,deepseek,0.85
PRES_e356e4ef9c,2019,Zograf Readings,Семантика терминологии родства в языке брахуи в общедравидийском контексте,dravidology_south_india,,deepseek,0.9
PRES_6916d4ad70,2019,Zograf Readings,Четыре народа в «Йогини-тантре»,,,deepseek,0.85
PRES_890d18051e,2019,Zograf Readings,Основные сюжеты и персонажи индийского театра теней,visual_material_culture,,deepseek_strict_scale_audit,0.85
PRES_c82fd78b93,2019,Zograf Readings,"Серайкела, Майюрбхандж, Пурулиа: феномен чхау на плато Чхота Нагпур (Восточная Индия)",ethnography_performance,,deepseek_strict_scale_audit,0.9
PRES_e62fab8a32,2019,Zograf Readings,Современные баулы: мистики или артисты,bengal,,deepseek,0.85
PRES_7d5c21c3e8,2019,Zograf Readings,Боги «из разряда синих» в предании о дарении чаши в «Лалитавистаре»,buddhist_studies,,deepseek,0.9
PRES_71f87de89c,2019,Zograf Readings,Ритуальная жизнь делийского даргаха,,,deepseek,0.85
PRES_8c7d8555e5,2019,Zograf Readings,Реминисценции мифа Вала в припамирском регионе,comparative_analysis,,deepseek,0.8
PRES_a9c412982f,2019,Zograf Readings,Речь во сне и грезы наяву в классической санскритской драме,literary_studies,,deepseek,0.85
PRES_7ab7bd7cb2,2019,Zograf Readings,Функции вождя в традиционном обществе веддов в прошлом и настоящем,,,deepseek,0.85
PRES_a86f6623ae,2019,Zograf Readings,Поэзия народов мунда,,,deepseek_strict_scale_audit,0.85
PRES_a0ad164252,2019,Zograf Readings,Британское колониальное чиновничество в литературном наследии Дж. Оруэлла,colonial_encounters|english_literature,,deepseek,0.85
PRES_b663d501fd,2019,Zograf Readings,Понятие manas в Ригведе,vedic_studies,,deepseek,0.9
PRES_109df3d4a0,2019,Zograf Readings,"Народные песни о Хардоле, принце Орччхи",,,deepseek,0.85
PRES_01ff241b8a,2019,Zograf Readings,Категория санграха в буддийском философском дискурсе,buddhist_studies|philosophy_epistemology,,deepseek,0.9
PRES_c416cbbb2d,2019,Zograf Readings,Конь без всадника и дерево джамбу: к интерпретации рельефа на восточных воротах Большой Ступы в Санчи,manuscripts_epigraphy,,deepseek,0.85
PRES_2996ce6acf,2019,Zograf Readings,О некоторых специфических жестах в бытовом этикете сингалов,,,deepseek,0.85
PRES_3bdb9503d4,2019,Zograf Readings,Атман как синоним дравьи в «Вакьяпадии» (ВП 3.2.1),sanskrit_grammar_panini,,deepseek,0.9
PRES_d06d5a1c3b,2019,Zograf Readings,Прием лейтмотива в классической индийской поэзии,literary_studies,,deepseek_strict_scale_audit,0.9
PRES_ed98bb4f5f,2019,Zograf Readings,Понятие nirodha в истории буддийской философии,buddhist_studies,,deepseek_strict_scale_audit,0.9
PRES_dff783fb28,2019,Zograf Readings,Понятие блаженства (ананды) в индуистском тантризме,,,deepseek,0.9
PRES_f38580f0b7,2019,Zograf Readings,«Махабхарата» и мотив «заточенных в пещере»,epic_ramayana_mahabharata,,deepseek,0.9
PRES_559936c99d,2019,Zograf Readings,Индийские языки и нарративы на Маврикии: Рама-катха и поэзия на бходжпури,comparative_analysis,,deepseek_strict_scale_audit,0.9
PRES_4855e1d50a,2019,Zograf Readings,Социовозрастная инициация и монашеское посвящение в неварском буддизме,nepal_newar_kathmandu|ritual_studies,,deepseek,0.9
PRES_d26f35d7c4,2019,Zograf Readings,Роль Умапати Шивачарьи в формировании окончательной редакции канона шайва-сиддханты,,,deepseek,0.9
PRES_01ee046380,2019,Roerich Readings,Сюжетные схемы санскритских джатак Харибхатты (IV–V в.),buddhist_studies,,deepseek,0.9
PRES_02f8421750,2019,Roerich Readings,О двух подходах к одному тексту «Калачакра-тантры»,buddhist_studies,,deepseek,0.9
PRES_0f8aeee7b2,2019,Roerich Readings,Музыкальные колонны Южной Индии,dravidology_south_india,,deepseek,0.9
PRES_11e2a3c771,2019,Roerich Readings,Обряд адхивасана («вселение») и его роль в формировании образов храма и города,ritual_studies,,deepseek,0.9
PRES_12417b5ae3,2019,Roerich Readings,Опыт передачи эпической шлоки в русской переводческой традиции,translation_reception,,deepseek,0.9
PRES_1343fa2056,2019,Roerich Readings,Роль представителя династии Тхакури (Тхакуджуджу) в ритуальной передаче власти в Непале,nepal_newar_kathmandu,,deepseek,0.9
PRES_17e399955c,2019,Roerich Readings,Место «Беседы о субъекте-пудгале» в структуре палийского канона и в истории буддийской философии,pali_early_buddhism,,deepseek_strict_scale_audit,0.9
PRES_1d811c4689,2019,Roerich Readings,Ю.Н. Рерих и история индологии в России,history_of_indology|roerich_studies,,deepseek_strict_scale_audit,0.9
PRES_220562c90f,2019,Roerich Readings,Феномен недосказанной речи ардхокти в санскритской драме,,,deepseek,0.9
PRES_3e056063d9,2019,Roerich Readings,Sarvajña-bhāṣā — всеведущий и синкретический язык Калачакра-тантры,buddhist_studies,,deepseek,0.9
PRES_40c79b3a10,2019,Roerich Readings,"О стихах, приписываемых Бхартрихари",,,deepseek,0.9
PRES_42c1647dee,2019,Roerich Readings,Как уложить пять формул в одну строфу? «Архивирующие» возможности санскрита в математических сочинениях средневековой Индии,,,deepseek,0.9
PRES_4da8793f25,2019,Roerich Readings,Сюжет встречи с Дипанкарой: функциональная роль в текстовой традиции и возможные генетические связи,buddhist_studies,,deepseek,0.9
PRES_6274f89872,2019,Roerich Readings,Вербальный панегирик индийского монаршего портрета эпохи Моголов. 9.12.19,colonial_encounters,,deepseek,0.9
PRES_62dd4b0700,2019,Roerich Readings,Тибето-китайские параллели в наименованиях и титулах регентов на примере текста декрета Далай-ламы V о назначении Сангье Гьяцо дэсридом (1679 г.),tibetology_himalaya|china_mongolia_inner_asia,,deepseek,0.9
PRES_77c1b8528e,2019,Roerich Readings,«Парамаартхасара» Абхинавагупты: руководство по обретению «сингулярности» или свидетельство о невозможности бытия Бога (Бытия/Бога),,,deepseek,0.9
PRES_787d114bd2,2019,Roerich Readings,«Цветомыслие» в Древней Индии (вербальный текст и стенопись),visual_material_culture,,deepseek,0.85
PRES_795fb84e75,2019,Roerich Readings,Кабир о бхакти,bhakti_vaishnava,,deepseek,0.9
PRES_8402d54487,2019,Roerich Readings,Дайва-арадхана Тулунаду (Южная Индия): сценарий и воплощение,dravidology_south_india,,deepseek,0.85
PRES_913d0cd9c3,2019,Roerich Readings,К вопросу о замещениях (pratinidhi) при проведении шраута-ритуалов,ritual_studies,,deepseek,0.9
PRES_914c6126f3,2019,Roerich Readings,Старый парк Пушпакарандаки (одна из загадок «Глиняной повозки»),literary_studies,,deepseek,0.85
PRES_b3fefc9375,2019,Roerich Readings,Восхваление табака в поэме «Пухейилей видутуду» тамильского поэта Сини Саккарей Пулавара,dravidology_south_india,,deepseek,0.85
PRES_bda473a7a5,2019,Roerich Readings,"Семь сокровищ чакравартина и их пространственная локализация (палийский канон, «Артхашастра»)",buddhist_studies,,deepseek,0.85
PRES_c0a5930788,2019,Roerich Readings,К вопросу о дхарани и Дхаранипитаке,buddhist_studies,,deepseek,0.85
PRES_ce31fa073d,2019,Roerich Readings,Образ Ганеши в японском буддизме,buddhist_studies,,deepseek,0.85
PRES_df9726f3c8,2019,Roerich Readings,Рай Амитабхи в традиции школы ньигма,tibetology_himalaya,,deepseek,0.85
PRES_e09ac364ea,2019,Roerich Readings,Фронтальное и трёхчетвертное изображение лица в западно-индийской миниатюре XII–XV вв,visual_material_culture,,deepseek,0.85
PRES_e19a817c80,2019,Roerich Readings,«Унмей вилаккам» как источник по иконологии Шивы Натараджи,dravidology_south_india,,deepseek,0.85
PRES_e41ac61c54,2019,Roerich Readings,Поэтические формы средневекового тамильского бхакти,bhakti_vaishnava,,deepseek_strict_scale_audit,0.9
PRES_e64009085a,2019,Roerich Readings,Возможности понимания и написания термина «санскрит»,,,deepseek,0.8
PRES_f86793d7d0,2019,Roerich Readings,Монгольские ритуалы в русских летописях,china_mongolia_inner_asia,,deepseek,0.85
PRES_f9cfeb6efc,2019,Roerich Readings,«Белые шапки»: интерпретации и эндемичность религиозного символа в начале XVIII в,china_mongolia_inner_asia,,deepseek,0.85
PRES_882c47d896,2020,Zograf Readings,Буддизм пудгалавады: к постановке вопроса о субъекте-пудгале,buddhist_studies,,deepseek,0.85
PRES_48f4e3c3a8,2020,Zograf Readings,Дискурсивные слова в языке хинди,hindi_urdu_new_indo_aryan,,deepseek,0.85
PRES_eaa1d515ff,2020,Zograf Readings,Трактовка состояний удрученности и умопомешательства в буддийских экзегетических источниках,buddhist_studies,,deepseek,0.85
PRES_be02c8a240,2020,Zograf Readings,Ритуалы божественной старости в неварском буддизме,nepal_newar_kathmandu|ritual_studies,,deepseek,0.9
PRES_0816ac8f85,2020,Zograf Readings,История Ситы и Рамы глазами современных индийских поэтов-мистиков и ее релевантность для современного индийского общества,modern_society_politics|epic_ramayana_mahabharata,,deepseek_strict_scale_audit,0.9
PRES_6a397e42de,2020,Zograf Readings,Терминология родства в гондванских языках,dravidology_south_india,,deepseek,0.9
PRES_c63fd39448,2020,Zograf Readings,«Мини-Бхагавадгита» в четвертой «книге» «Рамаяны» Вальмики,epic_ramayana_mahabharata,,deepseek,0.95
PRES_f14032ea97,2020,Zograf Readings,К вопросу об определении понятия apratiṣṭhita-nirvāṇa,buddhist_studies,,deepseek,0.9
PRES_11ddedf184,2020,Zograf Readings,Абхидхарма как когнитивная стратегия,buddhist_studies,,deepseek_strict_scale_audit,0.9
PRES_629286d70c,2020,Zograf Readings,М. К. Ганди — неортодоксальный „ортодокс“,modern_society_politics,,deepseek,0.9
PRES_44bb1c1886,2020,Zograf Readings,"О толковании первой строфы «Аштанга-хридаи» средневековыми комментаторами (на примере Арунадатты, Хемадри и Инду)",yoga_ayurveda,,deepseek,0.9
PRES_67f7aced5b,2020,Zograf Readings,Очаги обнаружения санскритских рукописей на территории Тибета,tibetology_himalaya|manuscripts_epigraphy,,deepseek,0.9
PRES_a5949e68cd,2020,Zograf Readings,Санскритские наречия в трудах бенгальских грамматистов (Дживы Госвамина и Баларамы Панчананы),bengal|sanskrit_grammar_panini,,deepseek,0.9
PRES_8b02872508,2020,Zograf Readings,Тханки в собрании И. П. Минаева (МАЭ РАН),museum_collections|tibetology_himalaya,,deepseek,0.95
PRES_e3a92610f5,2020,Zograf Readings,К (посмертному) изданию полного перевода (В. С. Семенцова) «Гитабхашьи» Рамануджи на русском языке,vaishnava|translation_reception,,deepseek,0.9
PRES_0db520ec9e,2020,Zograf Readings,Интерпретация кровавых событий раздела Индии и Пакистана в романе Кхушванта Сингха «Поезд в Пакистан»,modern_literature|modern_society_politics,,deepseek,0.9
PRES_d1a01cb53b,2020,Zograf Readings,Онлайн-корпус текстов на языках южных мунда: задачи и специфика,fieldwork,,deepseek,0.9
PRES_5c43b881ec,2020,Zograf Readings,Фоносемантическая структура ведийского текста (на  примере гимна Ригведы I.7),vedic_studies,,deepseek,0.95
PRES_c3f8ffb231,2020,Zograf Readings,О телесном и духовном бессмертии в индуистском тантризме,ritual_studies,,deepseek_strict_scale_audit,0.9
PRES_76087dcbbe,2020,Zograf Readings,Индийский мифологический сериал как средство идеологической пропаганды,modern_society_politics,,deepseek,0.9
PRES_645c96325c,2020,Zograf Readings,Тело бхакта и тело Шивы: о проблемах телесности в тамильском шайва-бхакти,bhakti_vaishnava|dravidology_south_india,,deepseek,0.9
PRES_542213417f,2020,Zograf Readings,Д. Д. Руднев как радетель пополнения коллекций МАЭ РАН,museum_collections|history_of_indology,,deepseek,0.95
PRES_e4d3d535b2,2020,Zograf Readings,Танцы с сосудами и вокруг. Гарба Гуджарата и сходные обряды и представления Южной Азии,ethnography_performance,,deepseek_strict_scale_audit,0.9
PRES_ec58f38bb5,2020,Zograf Readings,Традиции и ритуалы почитания манускриптов в писаниях шайва,ritual_studies|manuscripts_epigraphy,,deepseek,0.9
PRES_9a160371a2,2020,Zograf Readings,Параллельный санскритско-русский корпус,sanskrit_grammar_panini,corpus_linguistics,deepseek,0.85
PRES_47c4e238fb,2020,Zograf Readings,Инклюзивизм как концептуальное средство для изучения индийской культуры,comparative_analysis,,deepseek_strict_scale_audit,0.9
PRES_f137ba2a62,2020,Zograf Readings,Разрази его гром! Метеорологические явления в песенном фольклоре на диалектах хинди Центральной Индии,ethnography_performance|hindi_urdu_new_indo_aryan,,deepseek,0.9
PRES_52a979cbb2,2020,Zograf Readings,О некоторых особенностях языка «Калачакра-тантры»,buddhist_studies|tibetology_himalaya,,deepseek,0.85
PRES_0c885f7efc,2020,Zograf Readings,Великая галлюцинация сознания по «Вимшике» Васубандху,buddhist_studies|philosophy_epistemology,,deepseek,0.9
PRES_10fd30a24c,2020,Zograf Readings,Техническая терминология тантрийской йоги в «Виджняна Бхайрава тантре»,yoga_ayurveda|ritual_studies,,deepseek,0.9
PRES_d1043e6e8c,2020,Zograf Readings,О философской и религиозной значимости некоторых текстов Веданта Дешики,vaishnava|philosophy_epistemology,,deepseek,0.85
PRES_c21cf157cd,2020,Zograf Readings,О сравнениях в индийской философской литературе,comparative_analysis|philosophy_epistemology,,deepseek_strict_scale_audit,0.9
PRES_453e49a456,2020,Zograf Readings,Об особенностях традиционной пищи веддов,ethnography_performance,,deepseek,0.9
PRES_ce98c10169,2020,Zograf Readings,Понятие религиозного инклюзивизма у П. Хакера,comparative_analysis,,deepseek,0.85
PRES_315a44f3a9,2020,Zograf Readings,Work of Patañjali on Yoga Philosophy and Sanskrit Vyākaraṇa,yoga_ayurveda|sanskrit_grammar_panini,,deepseek,0.9
PRES_866c154d32,2020,Zograf Readings,Эстетика комического в поэме «Kaliṅkattupparaṇi»,dravidology_south_india|literary_studies,,deepseek,0.9
PRES_972123b738,2020,Zograf Readings,«Индийская „игра знания“: один эпизод культурного трансфера»,translation_reception|colonial_encounters,,deepseek,0.85
PRES_e379735ba8,2020,Zograf Readings,Текущие переводческие проекты Фонда «Сохраним Тибет!» и изд-ва «Нартанг»,tibetology_himalaya|translation_reception,,deepseek,0.9
PRES_e1e78406da,2020,Zograf Readings,Индия в воспоминаниях востоковеда В. А. Иванова,history_of_indology|colonial_encounters,,deepseek,0.9
PRES_494f681f96,2020,Zograf Readings,Еще раз к вопросу о теме нейдаль в тамильской поэзии,dravidology_south_india|literary_studies,,deepseek,0.85
PRES_fe58585a93,2020,Zograf Readings,Абсолютная встреча как феномен трансцендентальной герменевтики Г. Оберхаммера,philosophy_epistemology,,deepseek,0.85
PRES_4341e890df,2020,Zograf Readings,Пример использования парибхаш при прочтении сутр Панини,sanskrit_grammar_panini,,deepseek,0.9
PRES_bf3384e684,2020,Zograf Readings,Так называемый парадокс беллетристики и подсказки от компаративной онтологии,comparative_analysis|philosophy_epistemology,,deepseek_strict_scale_audit,0.9
PRES_240fa4577e,2020,Zograf Readings,Г. Оберхаммер и проблема исследования когнитивного потенциала религиозного опыта,history_of_indology,,deepseek,0.8
PRES_15b5fbdc83,2020,Roerich Readings,Что отличает индийскую эпистемическую культуру от западной?,comparative_analysis,,deepseek_strict_scale_audit,0.9
PRES_215f0bcf2e,2020,Roerich Readings,"«Во отдаленном краю границы пребывающий, исповедая веру манджушринову»: о буддийском дискурсе в калмыцкой политике императора Юнчжэна (1723–1735)",china_mongolia_inner_asia|buddhist_studies,,deepseek_strict_scale_audit,0.9
PRES_23ce849cd3,2020,Roerich Readings,Некоторые особенности текстов по вастувидье в пуранах и их интерпретация в современной массовой культуре,ritual_studies,,deepseek,0.8
PRES_273faaf1c4,2020,Roerich Readings,"Шива Саптасварамурти из Пареля. Иконография, интерпретации, параллели",visual_material_culture,,deepseek,0.85
PRES_2bb37e704c,2020,Roerich Readings,Интерпретация датировки появления буддизма в Японии в традиционных источниках и храмовых хрониках энги,buddhist_studies,,deepseek,0.8
PRES_33bcacf231,2020,Roerich Readings,Смена парадигмы? Числовые «коды» в структуре индийских математических сочинений древности и средневековья,,,deepseek_strict_scale_audit,0.9
PRES_37b0efbebb,2020,Roerich Readings,Поэтический цикл Кабилара о князе Пари,literary_studies,,deepseek,0.9
PRES_4222cc5294,2020,Roerich Readings,Проблемы атомизма по «Вимшике» Васубандху и «Аламбана-парикше» Дигнаги,philosophy_epistemology|buddhist_studies,,deepseek,0.85
PRES_492441fb51,2020,Roerich Readings,Небывальщины и парадоксы в древне- индийской поэзии,literary_studies,,deepseek_strict_scale_audit,0.9
PRES_4c303a7d1a,2020,Roerich Readings,Антропоморфная образность «игры знания»: телесная метафора и метафора путешествия,philosophy_epistemology,,deepseek,0.8
PRES_52e54251ce,2020,Roerich Readings,Опыт применения интертекстуального подхода при изучении санскритских и палийских памятников,comparative_analysis,,deepseek_strict_scale_audit,0.9
PRES_54c018c9f5,2020,Roerich Readings,Некоторые особенности праздника семи неварских селений юго-западной части Долины Катманду,nepal_newar_kathmandu|ethnography_performance,,deepseek,0.9
PRES_5927c1b975,2020,Roerich Readings,О некоторых основных понятиях пратьябхиджни,philosophy_epistemology,,deepseek,0.85
PRES_5e3f146897,2020,Roerich Readings,Небывальщины и парадоксы в средневековой североиндийской поэзии,literary_studies,,deepseek_strict_scale_audit,0.9
PRES_69020aec6c,2020,Roerich Readings,"К анализу стиха Ригведа 1.120.11, или Предварительные заметки о ведийском автомобиле",vedic_studies,,deepseek,0.85
PRES_705d6f4e9c,2020,Roerich Readings,Мотивный анализ сюжета «Джатаки о павлине» Харибхатты (IV–V вв. н.э.),literary_studies|buddhist_studies,,deepseek,0.9
PRES_75e95131c2,2020,Roerich Readings,Санскритская грамматика и мирская мудрость,sanskrit_grammar_panini,,deepseek,0.85
PRES_838219a1ee,2020,Roerich Readings,Способы изображения животных в литературной санскритской джатаке,literary_studies,,deepseek_strict_scale_audit,0.9
